#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	pfam_name	pfam_acc	pfam_desc	Taxonomy
metaerg.pl|00367	NODE_3_length_103051_cov_39.1774	56405	57070	666	1	No	0	AAA_30	PF13604	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__A52C2;s__A52C2 sp900110915
metaerg.pl|00367	NODE_3_length_103051_cov_39.1774	56405	57070	666	1	No	0	PhoH	PF02562	"PhoH-like protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Afifellaceae;g__A52C2;s__A52C2 sp900110915
metaerg.pl|00369	NODE_3_length_103051_cov_39.1774	58033	59421	1389	1	No	0	AAA_25	PF13481	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00369	NODE_3_length_103051_cov_39.1774	58033	59421	1389	1	No	0	DnaB_C	PF03796	"DnaB-like helicase C terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00370	NODE_3_length_103051_cov_39.1774	59426	60496	1071	1	No	0	Toprim_N	PF08275	"DNA primase catalytic core, N-terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00376	NODE_3_length_103051_cov_39.1774	63824	65272	1449	1	No	0	DNA_ligase_A_C	PF04679	"ATP dependent DNA ligase C terminal region        "	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00376	NODE_3_length_103051_cov_39.1774	63824	65272	1449	1	No	0	DNA_ligase_A_M	PF01068	"ATP dependent DNA ligase domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00376	NODE_3_length_103051_cov_39.1774	63824	65272	1449	1	No	0	DNA_ligase_OB_2	PF14743	"DNA ligase OB-like domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00376	NODE_3_length_103051_cov_39.1774	63824	65272	1449	1	No	0	RNA_ligase	PF09414	"RNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00377	NODE_3_length_103051_cov_39.1774	65300	66442	1143	-1	No	0	RP-C	PF03428	"Replication protein C N-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;no__unclassified Caudovirales;s__Rhizobium phage RHEph10;
metaerg.pl|00377	NODE_3_length_103051_cov_39.1774	65300	66442	1143	-1	No	0	RP-C_C	PF11800	"Replication protein C C-terminal region"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;no__unclassified Caudovirales;s__Rhizobium phage RHEph10;
metaerg.pl|00381	NODE_3_length_103051_cov_39.1774	67787	69943	2157	1	No	0	CobT_C	PF11775	"Cobalamin biosynthesis protein CobT VWA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00382	NODE_3_length_103051_cov_39.1774	70166	71428	1263	1	No	0	AAA_3	PF07726	"ATPase family associated with various cellular activities (AAA)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00382	NODE_3_length_103051_cov_39.1774	70166	71428	1263	1	No	0	AAA_5	PF07728	"AAA domain (dynein-related subfamily)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00382	NODE_3_length_103051_cov_39.1774	70166	71428	1263	1	No	0	CbbQ_C	PF08406	"CbbQ/NirQ/NorQ C-terminal"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00383	NODE_3_length_103051_cov_39.1774	71445	72077	633	1	No	0	Sigma70_r2	PF04542	"Sigma-70 region 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00385	NODE_3_length_103051_cov_39.1774	72645	76007	3363	1	No	0	DNA_pol3_alpha	PF07733	"Bacterial DNA polymerase III alpha NTPase domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00385	NODE_3_length_103051_cov_39.1774	72645	76007	3363	1	No	0	DNA_pol3_finger	PF17657	"Bacterial DNA polymerase III alpha subunit finger domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00385	NODE_3_length_103051_cov_39.1774	72645	76007	3363	1	No	0	HHH_6	PF14579	"Helix-hairpin-helix motif"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00385	NODE_3_length_103051_cov_39.1774	72645	76007	3363	1	No	0	PHP	PF02811	"PHP domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00385	NODE_3_length_103051_cov_39.1774	72645	76007	3363	1	No	0	UDG	PF03167	"Uracil DNA glycosylase superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00387	NODE_3_length_103051_cov_39.1774	76725	77690	966	1	No	0	gp32	PF08804	"gp32 DNA binding protein like"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00388	NODE_3_length_103051_cov_39.1774	77762	78691	930	1	No	0	5_3_exonuc	PF01367	"5'-3' exonuclease, C-terminal SAM fold"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00388	NODE_3_length_103051_cov_39.1774	77762	78691	930	1	No	0	5_3_exonuc_N	PF02739	"5'-3' exonuclease, N-terminal resolvase-like domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00389	NODE_3_length_103051_cov_39.1774	78701	79780	1080	1	No	0	Rad51	PF08423	"Rad51"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00389	NODE_3_length_103051_cov_39.1774	78701	79780	1080	1	No	0	RecA	PF00154	"recA bacterial DNA recombination protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00390	NODE_3_length_103051_cov_39.1774	79851	80354	504	1	No	0	ASCH	PF04266	"ASCH domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00392	NODE_3_length_103051_cov_39.1774	80749	81852	1104	1	No	0	Metallophos	PF00149	"Calcineurin-like phosphoesterase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00396	NODE_3_length_103051_cov_39.1774	83738	85669	1932	1	No	0	AAA_23	PF13476	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00396	NODE_3_length_103051_cov_39.1774	83738	85669	1932	1	No	0	SMC_N	PF02463	"RecF/RecN/SMC N terminal domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00399	NODE_3_length_103051_cov_39.1774	86877	87842	966	1	No	0	Ribonuc_red_sm	PF00268	"Ribonucleotide reductase, small chain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;no__unclassified Caudovirales;s__Rhizobium phage RHEph10;
metaerg.pl|00400	NODE_3_length_103051_cov_39.1774	87851	89557	1707	1	No	0	Ribonuc_red_lgC	PF02867	"Ribonucleotide reductase, barrel domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00401	NODE_3_length_103051_cov_39.1774	89554	89796	243	1	No	0	Glutaredoxin	PF00462	"Glutaredoxin"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00402	NODE_3_length_103051_cov_39.1774	89927	90844	918	1	No	0	Thy1	PF02511	"Thymidylate synthase complementing protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium aquaticum_B
metaerg.pl|00403	NODE_3_length_103051_cov_39.1774	90846	91535	690	1	No	0	dUTPase	PF00692	"dUTPase"	unknow
metaerg.pl|00404	NODE_3_length_103051_cov_39.1774	91556	92185	630	1	No	0	AAA_28	PF13521	"AAA domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00406	NODE_3_length_103051_cov_39.1774	92758	93291	534	1	No	0	HNH_3	PF13392	"HNH endonuclease"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00407	NODE_3_length_103051_cov_39.1774	93333	93875	543	1	No	0	RNase_H_2	PF13482	"RNase_H superfamily"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00407	NODE_3_length_103051_cov_39.1774	93333	93875	543	1	No	0	RNase_T	PF00929	"Exonuclease"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;s__Ancylobacter rudongensis
metaerg.pl|00409	NODE_3_length_103051_cov_39.1774	95165	96022	858	1	No	0	Band_7	PF01145	"SPFH domain / Band 7 family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00413	NODE_3_length_103051_cov_39.1774	97003	97353	351	1	No	0	ParE_toxin	PF05016	"#=GF GA   21.90; 21.90;"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00414	NODE_3_length_103051_cov_39.1774	97330	98448	1119	-1	No	0	Phage_integrase	PF00589	"Phage integrase family"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium;s__Allorhizobium vitis_A
metaerg.pl|00415	NODE_3_length_103051_cov_39.1774	98607	99653	1047	1	No	0	DUF1612	PF07756	"Protein of unknown function (DUF1612)"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|00415	NODE_3_length_103051_cov_39.1774	98607	99653	1047	1	No	0	HTH_13	PF11972	"HTH DNA binding domain"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum;s__Ochrobactrum sp900470195
metaerg.pl|00418	NODE_3_length_103051_cov_39.1774	101540	102760	1221	1	No	0	DUF3060	PF11259	"Protein of unknown function (DUF3060)"	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003043945
metaerg.pl|00442	NODE_4_length_99052_cov_18.771	15669	16172	504	-1	No	0	Fic	PF02661	"Fic/DOC family"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_B;s__Lactobacillus_B acidipiscis
metaerg.pl|00455	NODE_4_length_99052_cov_18.771	23122	23598	477	-1	No	0	Nuc_deoxyrib_tr	PF05014	"Nucleoside 2-deoxyribosyltransferase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis
metaerg.pl|00456	NODE_4_length_99052_cov_18.771	23695	24819	1125	-1	No	0	Glyco_hydro_25	PF01183	"Glycosyl hydrolases family 25"	unknow
metaerg.pl|00461	NODE_4_length_99052_cov_18.771	27127	27744	618	-1	No	0	TK	PF00265	"Thymidine kinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H ingluviei
metaerg.pl|00462	NODE_4_length_99052_cov_18.771	27941	28648	708	-1	No	0	LysM	PF01476	"LysM domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus suis
metaerg.pl|00462	NODE_4_length_99052_cov_18.771	27941	28648	708	-1	No	0	Transglycosylas	PF06737	"Transglycosylase-like domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus suis
metaerg.pl|00464	NODE_4_length_99052_cov_18.771	29066	29269	204	-1	No	0	zf-FCS	PF06467	"MYM-type Zinc finger with FCS sequence motif"	unknow
metaerg.pl|00475	NODE_4_length_99052_cov_18.771	33623	35575	1953	1	No	0	Terminase_GpA	PF05876	"Phage terminase large subunit (GpA)"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Kayvirus;s__Staphylococcus virus G15;
metaerg.pl|00477	NODE_4_length_99052_cov_18.771	35957	37228	1272	-1	No	0	Metallophos	PF00149	"Calcineurin-like phosphoesterase"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Ldl1;
metaerg.pl|00477	NODE_4_length_99052_cov_18.771	35957	37228	1272	-1	No	0	Metallophos_2	PF12850	"Calcineurin-like phosphoesterase superfamily domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Siphoviridae;no__unclassified Siphoviridae;s__Lactobacillus phage Ldl1;
metaerg.pl|00478	NODE_4_length_99052_cov_18.771	37308	37952	645	-1	No	0	AAA_18	PF13238	"AAA domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri
metaerg.pl|00478	NODE_4_length_99052_cov_18.771	37308	37952	645	-1	No	0	dNK	PF01712	"Deoxynucleoside kinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri
metaerg.pl|00479	NODE_4_length_99052_cov_18.771	37956	38591	636	-1	No	0	AAA_18	PF13238	"AAA domain"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus pasteurii
metaerg.pl|00479	NODE_4_length_99052_cov_18.771	37956	38591	636	-1	No	0	dNK	PF01712	"Deoxynucleoside kinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus pasteurii
metaerg.pl|00479	NODE_4_length_99052_cov_18.771	37956	38591	636	-1	No	0	Thymidylate_kin	PF02223	"Thymidylate kinase"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus pasteurii
metaerg.pl|00481	NODE_4_length_99052_cov_18.771	41341	41553	213	1	No	0	HTH_19	PF12844	"Helix-turn-helix domain"	unknow
metaerg.pl|00481	NODE_4_length_99052_cov_18.771	41341	41553	213	1	No	0	HTH_26	PF13443	"Cro/C1-type HTH DNA-binding domain"	unknow
metaerg.pl|00481	NODE_4_length_99052_cov_18.771	41341	41553	213	1	No	0	HTH_3	PF01381	"Helix-turn-helix"	unknow
metaerg.pl|00481	NODE_4_length_99052_cov_18.771	41341	41553	213	1	No	0	HTH_31	PF13560	"Helix-turn-helix domain"	unknow
metaerg.pl|00483	NODE_4_length_99052_cov_18.771	42229	43980	1752	1	No	0	Phage_portal	PF04860	"Phage portal protein"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00484	NODE_4_length_99052_cov_18.771	44157	44915	759	1	No	0	Peptidase_S78	PF04586	"Caudovirus prohead serine protease"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00493	NODE_4_length_99052_cov_18.771	51966	53720	1755	1	No	0	Phage_sheath_1C	PF17482	"Phage tail sheath C-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00498	NODE_4_length_99052_cov_18.771	58410	61772	3363	1	No	0	Glucosaminidase	PF01832	"Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00498	NODE_4_length_99052_cov_18.771	58410	61772	3363	1	No	0	NLPC_P60	PF00877	"NlpC/P60 family"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00502	NODE_4_length_99052_cov_18.771	65621	66337	717	1	No	0	DUF2634	PF10934	"Protein of unknown function (DUF2634)"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Twortvirus;s__Staphylococcus virus Twort;
metaerg.pl|00503	NODE_4_length_99052_cov_18.771	66353	67837	1485	1	No	0	Baseplate_J	PF04865	"Baseplate J-like protein"	unknow
metaerg.pl|00505	NODE_4_length_99052_cov_18.771	70007	70294	288	1	No	0	Cpn10	PF00166	"Chaperonin 10 Kd subunit"	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis
metaerg.pl|00509	NODE_4_length_99052_cov_18.771	75381	75755	375	1	No	0	Phage_XkdX	PF09693	"Phage uncharacterised protein (Phage_XkdX)"	unknow
metaerg.pl|00512	NODE_4_length_99052_cov_18.771	76954	80400	3447	1	No	0	DUF4815	PF16075	"Domain of unknown function (DUF4815)"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00514	NODE_4_length_99052_cov_18.771	80663	82411	1749	1	No	0	Helicase_C	PF00271	"Helicase conserved C-terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Sep1virus;s__Staphylococcus virus SEP1;
metaerg.pl|00514	NODE_4_length_99052_cov_18.771	80663	82411	1749	1	No	0	ResIII	PF04851	"Type III restriction enzyme, res subunit"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Sep1virus;s__Staphylococcus virus SEP1;
metaerg.pl|00516	NODE_4_length_99052_cov_18.771	83415	84938	1524	1	No	0	AAA_25	PF13481	"AAA domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00516	NODE_4_length_99052_cov_18.771	83415	84938	1524	1	No	0	DnaB_C	PF03796	"DnaB-like helicase C terminal domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00517	NODE_4_length_99052_cov_18.771	84949	86052	1104	1	No	0	Metallophos	PF00149	"Calcineurin-like phosphoesterase"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__P100virus;
metaerg.pl|00518	NODE_4_length_99052_cov_18.771	86052	87938	1887	1	No	0	AAA_23	PF13476	"AAA domain"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00518	NODE_4_length_99052_cov_18.771	86052	87938	1887	1	No	0	Rad50_zn_hook	PF04423	"Rad50 zinc hook motif"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00526	NODE_4_length_99052_cov_18.771	92757	93077	321	1	No	0	Bac_DNA_binding	PF00216	"Bacterial DNA-binding protein"	unknow
metaerg.pl|00527	NODE_4_length_99052_cov_18.771	93093	95324	2232	1	No	0	DNA_pol_A_exo1	PF01612	"3'-5' exonuclease"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00528	NODE_4_length_99052_cov_18.771	95572	96774	1203	1	No	0	NUMOD1	PF07453	"NUMOD1 domain"	unknow
metaerg.pl|00530	NODE_4_length_99052_cov_18.771	97438	97806	369	1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00531	NODE_4_length_99052_cov_18.771	98114	98785	672	1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Tsarbombavirus;s__Bacillus virus BCP78;
metaerg.pl|00536	NODE_5_length_43281_cov_58.8939	1694	2404	711	-1	No	0	Cauli_VI	PF01693	"Caulimovirus viroplasmin"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
metaerg.pl|00536	NODE_5_length_43281_cov_58.8939	1694	2404	711	-1	No	0	RNase_H	PF00075	"RNase H"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
metaerg.pl|00536	NODE_5_length_43281_cov_58.8939	1694	2404	711	-1	No	0	RVT_3	PF13456	"Reverse transcriptase-like"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus helsingborgensis
metaerg.pl|00567	NODE_5_length_43281_cov_58.8939	17032	18300	1269	-1	No	0	Rad51	PF08423	"Rad51"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00567	NODE_5_length_43281_cov_58.8939	17032	18300	1269	-1	No	0	RecA	PF00154	"recA bacterial DNA recombination protein"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
metaerg.pl|00570	NODE_5_length_43281_cov_58.8939	20142	20768	627	-1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Tsarbombavirus;s__Bacillus virus TsarBomba;
metaerg.pl|00571	NODE_5_length_43281_cov_58.8939	21125	21424	300	-1	No	0	DNA_pol_A	PF00476	"DNA polymerase family A"	d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;
