#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	ec_id	ec_name	Taxonomy
metaerg.pl|01419	NODE_30_length_19182_cov_87.105	14965	15600	636	-1	No	0	2.7.1.76	"Deoxyadenosine kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|01457	NODE_32_length_18073_cov_60.8324	2479	3891	1413	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"unknow"
metaerg.pl|01467	NODE_32_length_18073_cov_60.8324	13723	14775	1053	1	No	0	3.6.4.-	"Acting on ATP; involved in cellular and subcellular movement."	"d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Podoviridae;no__unassigned Picovirinae;s__Actinomyces virus Av1;"
metaerg.pl|01556	NODE_36_length_16873_cov_10.1985	6906	7505	600	-1	No	0	2.7.4.13	"(Deoxy)nucleoside-phosphate kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris_I"
metaerg.pl|01557	NODE_36_length_16873_cov_10.1985	7481	8323	843	-1	No	0	3.1.11.3	"Exodeoxyribonuclease (lambda-induced)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__MM1;s__MM1 sp001648895"
metaerg.pl|01560	NODE_36_length_16873_cov_10.1985	8902	10935	2034	-1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Azorhizobium;s__Azorhizobium caulinodans"
metaerg.pl|01561	NODE_36_length_16873_cov_10.1985	10932	12584	1653	-1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Chelatococcus;s__Chelatococcus sambhunathii"
metaerg.pl|01563	NODE_36_length_16873_cov_10.1985	12804	13271	468	-1	No	0	3.1.21.2	"Deoxyribonuclease IV."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Chelatococcus;s__Chelatococcus sambhunathii"
metaerg.pl|01568	NODE_36_length_16873_cov_10.1985	14646	16871	2226	-1	No	0	2.7.7.6	"DNA-directed RNA polymerase."	"d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Nitrospira sp900078535"
metaerg.pl|01571	NODE_37_length_16015_cov_8.41472	1205	1681	477	-1	No	0	2.4.2.6	"Nucleoside deoxyribosyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus pasteurii"
metaerg.pl|01576	NODE_37_length_16015_cov_8.41472	4449	5036	588	-1	No	0	2.7.1.21	"Thymidine kinase."	"d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp000423945"
metaerg.pl|01590	NODE_37_length_16015_cov_8.41472	14342	14989	648	-1	No	0	2.7.1.113	"Deoxyguanosine kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus apis"
metaerg.pl|01591	NODE_37_length_16015_cov_8.41472	14994	15629	636	-1	No	0	2.7.1.76	"Deoxyadenosine kinase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|01605	NODE_38_length_15393_cov_15.4123	8682	9338	657	-1	No	0	3.4.21.88	"Repressor LexA."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus hamsteri"
metaerg.pl|01639	NODE_40_length_14773_cov_10.7007	4009	5259	1251	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kullabergensis"
metaerg.pl|01665	NODE_41_length_14766_cov_21.3316	3526	4188	663	1	No	0	2.7.1.21	"Thymidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__Holospora;s__Holospora obtusa"
metaerg.pl|01670	NODE_41_length_14766_cov_21.3316	7058	7537	480	1	No	0	2.4.2.6	"Nucleoside deoxyribosyltransferase."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii"
metaerg.pl|01692	NODE_42_length_14622_cov_8.77717	3699	4433	735	1	No	0	2.6.99.2	"Pyridoxine 5'-phosphate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01695	NODE_42_length_14622_cov_8.77717	7349	8368	1020	1	No	0	1.1.1.86	"Ketol-acid reductoisomerase (NADP(+))."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|01697	NODE_42_length_14622_cov_8.77717	9567	10490	924	1	No	0	5.1.-.-	"Racemases and epimerases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|01725	NODE_44_length_14279_cov_80.175	5018	6901	1884	1	No	0	3.1.11.-	"Exodeoxyribonucleases producing 5'-phosphomonoesters."	"d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;no__unassigned Spounavirinae;s__Lactobacillus virus Lb338-1;"
metaerg.pl|01748	NODE_45_length_13553_cov_362.865	11876	12937	1062	1	No	0	2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795"
metaerg.pl|01775	NODE_47_length_13397_cov_7.45792	2	823	822	1	No	0	2.1.1.132	"Precorrin-6B C(5,15)-methyltransferase (decarboxylating)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01781	NODE_47_length_13397_cov_7.45792	5719	7518	1800	1	No	0	2.2.1.6	"Acetolactate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01782	NODE_47_length_13397_cov_7.45792	7530	8102	573	1	No	0	2.2.1.6	"Acetolactate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01783	NODE_47_length_13397_cov_7.45792	8184	9257	1074	-1	No	0	1.13.12.-	"With incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01784	NODE_47_length_13397_cov_7.45792	9344	10465	1122	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01785	NODE_47_length_13397_cov_7.45792	10544	11311	768	1	No	0	1.1.1.163	"Cyclopentanol dehydrogenase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01786	NODE_47_length_13397_cov_7.45792	11563	12855	1293	-1	No	0	2.3.3.16	"Citrate synthase (unknown stereospecificity)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01786	NODE_47_length_13397_cov_7.45792	11563	12855	1293	-1	No	0	2.3.3.1	"Citrate (Si)-synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01816	NODE_50_length_12798_cov_15.7	3899	4426	528	-1	No	0	3.2.1.17	"Lysozyme."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B"
metaerg.pl|01820	NODE_50_length_12798_cov_15.7	6860	8410	1551	-1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium wasabiae"
metaerg.pl|01842	NODE_52_length_11722_cov_4.60055	2255	3040	786	1	No	0	3.1.3.15	"Histidinol-phosphatase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01845	NODE_52_length_11722_cov_4.60055	5398	10125	4728	1	No	0	1.4.7.1	"Glutamate synthase (ferredoxin)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	1.4.1.13	"Glutamate synthase (NADPH)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01846	NODE_52_length_11722_cov_4.60055	10175	11629	1455	1	No	0	1.4.1.-	"With NAD(+) or NADP(+) as acceptor."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01849	NODE_53_length_11636_cov_8.34479	2040	2873	834	1	No	0	2.7.1.23	"NAD(+) kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01850	NODE_53_length_11636_cov_8.34479	3015	4478	1464	1	No	0	3.6.4.13	"RNA helicase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01851	NODE_53_length_11636_cov_8.34479	4661	6031	1371	-1	No	0	6.1.1.17	"Glutamate--tRNA ligase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	6.3.5.1	"NAD(+) synthase (glutamine-hydrolyzing)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01852	NODE_53_length_11636_cov_8.34479	6041	7717	1677	-1	No	0	6.3.1.5	"NAD(+) synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01853	NODE_53_length_11636_cov_8.34479	7762	8115	354	-1	No	0	2.7.1.107	"Diacylglycerol kinase (ATP)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01854	NODE_53_length_11636_cov_8.34479	8152	9531	1380	-1	No	0	2.5.1.54	"3-deoxy-7-phosphoheptulonate synthase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01855	NODE_53_length_11636_cov_8.34479	9727	11115	1389	-1	No	0	1.8.1.7	"Glutathione-disulfide reductase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01913	NODE_58_length_10776_cov_29.8428	356	2434	2079	-1	No	0	5.6.2.3	""	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01913	NODE_58_length_10776_cov_29.8428	356	2434	2079	-1	No	0	5.99.1.-	"Other isomerases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01914	NODE_58_length_10776_cov_29.8428	2610	3569	960	1	No	0	2.4.-.-	"Glycosyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01918	NODE_58_length_10776_cov_29.8428	6480	7208	729	-1	No	0	2.3.1.181	"Lipoyl(octanoyl) transferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01930	NODE_60_length_10250_cov_8.91996	218	2002	1785	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01931	NODE_60_length_10250_cov_8.91996	2159	3442	1284	-1	No	0	2.5.1.-	"Transferring alkyl or aryl groups, other than methyl groups."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01936	NODE_60_length_10250_cov_8.91996	6615	7934	1320	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01938	NODE_60_length_10250_cov_8.91996	8651	9892	1242	-1	No	0	2.8.1.7	"Cysteine desulfurase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|01943	NODE_61_length_10139_cov_25.8849	4247	6319	2073	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215"
metaerg.pl|01945	NODE_61_length_10139_cov_25.8849	6600	7487	888	-1	No	0	2.1.1.37	"DNA (cytosine-5-)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I"
metaerg.pl|01948	NODE_61_length_10139_cov_25.8849	8555	9466	912	-1	No	0	2.1.1.113	"Site-specific DNA-methyltransferase (cytosine-N(4)-specific)."	"d__Viruses;no__dsDNA viruses, no RNA stage;no__unclassified dsDNA phages;s__Salicola phage CGphi29;"
metaerg.pl|01981	NODE_63_length_10081_cov_27.8541	9343	9774	432	1	No	0	3.2.1.17	"Lysozyme."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Frischella;s__Frischella perrara"
metaerg.pl|02023	NODE_67_length_9752_cov_7.4751	3	2342	2340	1	No	0	3.6.4.12	"DNA helicase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02024	NODE_67_length_9752_cov_7.4751	2397	4112	1716	-1	No	0	1.2.5.1	"Pyruvate dehydrogenase (quinone)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02025	NODE_67_length_9752_cov_7.4751	4212	4844	633	-1	No	0	2.3.1.28	"Chloramphenicol O-acetyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02027	NODE_67_length_9752_cov_7.4751	5662	6537	876	1	No	0	2.1.1.-	"Methyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02028	NODE_67_length_9752_cov_7.4751	6556	8382	1827	1	No	0	3.4.11.9	"Xaa-Pro aminopeptidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02029	NODE_67_length_9752_cov_7.4751	8973	9752	780	-1	No	0	6.5.1.2	"DNA ligase (NAD(+))."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02031	NODE_68_length_9665_cov_4.64214	3760	4230	471	1	No	0	1.11.1.15	"Peroxiredoxin."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02035	NODE_68_length_9665_cov_4.64214	5995	8517	2523	-1	No	0	2.4.1.129	"Peptidoglycan glycosyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02035	NODE_68_length_9665_cov_4.64214	5995	8517	2523	-1	No	0	3.4.16.4	"Serine-type D-Ala-D-Ala carboxypeptidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02036	NODE_68_length_9665_cov_4.64214	8633	9664	1032	-1	No	0	3.5.1.28	"N-acetylmuramoyl-L-alanine amidase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02051	NODE_70_length_9543_cov_6.69214	2165	2830	666	-1	No	0	3.2.1.17	"Lysozyme."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02098	NODE_73_length_9486_cov_11.4709	6286	6915	630	-1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Viruses;no__dsDNA viruses, no RNA stage;o__Caudovirales;f__Myoviridae;g__Nit1virus;s__Bacillus virus NIT1;"
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	7.4.2.10	"ABC-type glutathione transporter."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02106	NODE_74_length_9294_cov_5.3062	3418	5043	1626	-1	No	0	3.6.3.41	"Transferred entry: 7.6.2.5."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02133	NODE_76_length_9060_cov_10.0897	3630	5729	2100	1	No	0	2.7.7.7	"DNA-directed DNA polymerase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis"
metaerg.pl|02134	NODE_76_length_9060_cov_10.0897	5844	6113	270	1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_E"
metaerg.pl|02172	NODE_79_length_8906_cov_4.68309	1222	1953	732	-1	No	0	2.7.7.99	"N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02174	NODE_79_length_8906_cov_4.68309	3454	5895	2442	-1	No	0	2.7.13.3	"Histidine kinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02175	NODE_79_length_8906_cov_4.68309	6044	7441	1398	-1	No	0	3.3.1.1	"Adenosylhomocysteinase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02177	NODE_80_length_8818_cov_5.2296	89	313	225	1	No	0	4.2.1.51	"Prephenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02177	NODE_80_length_8818_cov_5.2296	89	313	225	1	No	0	4.2.1.91	"Arogenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02178	NODE_80_length_8818_cov_5.2296	560	1333	774	1	No	0	4.2.1.51	"Prephenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02178	NODE_80_length_8818_cov_5.2296	560	1333	774	1	No	0	4.2.1.91	"Arogenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02179	NODE_80_length_8818_cov_5.2296	1545	2309	765	1	No	0	4.2.1.51	"Prephenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02179	NODE_80_length_8818_cov_5.2296	1545	2309	765	1	No	0	4.2.1.91	"Arogenate dehydratase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis"
metaerg.pl|02181	NODE_80_length_8818_cov_5.2296	3567	4043	477	-1	No	0	3.4.23.36	"Signal peptidase II."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A"
metaerg.pl|02182	NODE_80_length_8818_cov_5.2296	4040	4888	849	-1	No	0	2.1.1.208	"23S rRNA (uridine(2479)-2'-O)-methyltransferase."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B"
metaerg.pl|02205	NODE_82_length_8749_cov_6.83724	5573	6280	708	-1	No	0	3.4.21.92	"Endopeptidase Clp."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002911475"
metaerg.pl|02218	NODE_84_length_8578_cov_9.86695	444	2045	1602	1	No	0	2.1.1.72	"Site-specific DNA-methyltransferase (adenine-specific)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kimbladii"
metaerg.pl|02233	NODE_84_length_8578_cov_9.86695	7661	8158	498	1	No	0	3.1.21.5	"Type III site-specific deoxyribonuclease."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus piscium_C"
metaerg.pl|02237	NODE_85_length_8454_cov_5.44458	1819	2274	456	1	No	0	3.1.3.-	"Phosphoric monoester hydrolases."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|02238	NODE_85_length_8454_cov_5.44458	2256	5717	3462	1	No	0	3.1.11.5	"Exodeoxyribonuclease V."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|02239	NODE_85_length_8454_cov_5.44458	5793	8453	2661	-1	No	0	3.2.1.23	"Beta-galactosidase."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_N"
metaerg.pl|02245	NODE_86_length_8433_cov_13.9706	1707	1994	288	-1	No	0	3.1.-.-	"Acting on ester bonds."	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella intestini"
metaerg.pl|02266	NODE_87_length_8416_cov_14.1613	5302	7092	1791	-1	No	0	3.4.-.-	"Acting on peptide bonds (peptidases)."	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_O;s__Lactobacillus_O satsumensis"
metaerg.pl|02269	NODE_88_length_8390_cov_125.322	2369	3265	897	1	No	0	7.1.1.2	"NADH:ubiquinone reductase (H(+)-translocating)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__Puniceispirillum;s__Puniceispirillum marinum"
metaerg.pl|02272	NODE_88_length_8390_cov_125.322	7065	8390	1326	1	No	0	7.1.1.2	"NADH:ubiquinone reductase (H(+)-translocating)."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__AAA240-E13;s__AAA240-E13 sp003209225"
metaerg.pl|02287	NODE_90_length_8374_cov_5.74119	1856	2845	990	1	No	0	2.7.7.-	"Nucleotidyltransferases."	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__Devosia sp001427875"
metaerg.pl|02289	NODE_90_length_8374_cov_5.74119	4413	6842	2430	1	No	0	2.7.7.6	"DNA-directed RNA polymerase."	"d__Bacteria;p__Desulfobacterota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio oxyclinae"
