#Accession	ID	Description	Count	Count_pct
PF08279	HTH_11	"HTH domain"	15	0.08
PF02264	LamB	"LamB porin"	2	0.01
PF14840	DNA_pol3_delt_C	"Processivity clamp loader gamma complex DNA pol III C-term"	1	0.01
PF04883	HK97-gp10_like	"Bacteriophage HK97-gp10, putative tail-component"	15	0.08
PF00267	Porin_1	"Gram-negative porin"	1	0.01
PF10544	T5orf172	"T5orf172 domain"	2	0.01
PF09619	YscW	"Type III secretion system lipoprotein chaperone (YscW)"	1	0.01
PF10727	Rossmann-like	"Rossmann-like domain"	1	0.01
PF00813	FliP	"FliP family"	1	0.01
PF02386	TrkH	"Cation transport protein"	3	0.02
PF14265	DUF4355	"Domain of unknown function (DUF4355)"	4	0.02
PF18090	SoPB_HTH	"Centromere-binding protein HTH domain"	3	0.02
PF09383	NIL	"NIL domain"	3	0.02
PF00933	Glyco_hydro_3	"Glycosyl hydrolase family 3 N terminal domain"	5	0.03
PF03070	TENA_THI-4	"TENA/THI-4/PQQC family"	5	0.03
PF05869	Dam	"DNA N-6-adenine-methyltransferase (Dam)"	9	0.05
PF10129	OpgC_C	"OpgC protein"	3	0.02
PF13237	Fer4_10	"4Fe-4S dicluster domain"	2	0.01
PF07182	DUF1402	"Protein of unknown function (DUF1402)"	2	0.01
PF08545	ACP_syn_III	"3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III"	2	0.01
PF01098	FTSW_RODA_SPOVE	"Cell cycle protein"	9	0.05
PF01321	Creatinase_N	"Creatinase/Prolidase N-terminal domain"	3	0.02
PF01654	Cyt_bd_oxida_I	"Cytochrome bd terminal oxidase subunit I"	4	0.02
PF02086	MethyltransfD12	"D12 class N6 adenine-specific DNA methyltransferase"	13	0.07
PF05621	TniB	"Bacterial TniB protein"	2	0.01
PF10458	Val_tRNA-synt_C	"Valyl tRNA synthetase tRNA binding arm"	2	0.01
PF07690	MFS_1	"Major Facilitator Superfamily"	66	0.36
PF01075	Glyco_transf_9	"Glycosyltransferase family 9 (heptosyltransferase)"	3	0.02
PF13242	Hydrolase_like	"HAD-hyrolase-like"	3	0.02
PF03119	DNA_ligase_ZBD	"NAD-dependent DNA ligase C4 zinc finger domain"	1	0.01
PF14264	Glucos_trans_II	"Glucosyl transferase GtrII"	1	0.01
PF03720	UDPG_MGDP_dh_C	"UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain"	1	0.01
PF00378	ECH_1	"Enoyl-CoA hydratase/isomerase"	1	0.01
PF05872	DUF853	"Bacterial protein of unknown function (DUF853)"	3	0.02
PF08534	Redoxin	"Redoxin"	6	0.03
PF05973	Gp49	"Phage derived protein Gp49-like (DUF891)"	2	0.01
PF04865	Baseplate_J	"Baseplate J-like protein"	53	0.29
PF07275	ArdA	"Antirestriction protein (ArdA)"	1	0.01
PF13756	Stimulus_sens_1	"Stimulus-sensing domain"	1	0.01
PF02924	HDPD	"Bacteriophage lambda head decoration protein D"	4	0.02
PF13521	AAA_28	"AAA domain"	1	0.01
PF06455	NADH5_C	"NADH dehydrogenase subunit 5 C-terminus"	1	0.01
PF13175	AAA_15	"AAA ATPase domain"	4	0.02
PF13721	SecD-TM1	"SecD export protein N-terminal TM region"	1	0.01
PF00899	ThiF	"ThiF family"	1	0.01
PF06574	FAD_syn	"FAD synthetase"	2	0.01
PF00696	AA_kinase	"Amino acid kinase family"	10	0.05
PF05975	EcsB	"Bacterial ABC transporter protein EcsB"	3	0.02
PF01025	GrpE	"GrpE"	2	0.01
PF09675	Chlamy_scaf	"Chlamydia-phage Chp2 scaffold (Chlamy_scaf)"	6	0.03
PF13462	Thioredoxin_4	"Thioredoxin"	2	0.01
PF04563	RNA_pol_Rpb2_1	"RNA polymerase beta subunit"	1	0.01
PF02152	FolB	"Dihydroneopterin aldolase"	2	0.01
PF00182	Glyco_hydro_19	"Chitinase class I"	2	0.01
PF01960	ArgJ	"ArgJ family"	5	0.03
PF00588	SpoU_methylase	"SpoU rRNA Methylase family"	10	0.05
PF11836	Phage_TAC_11	"Phage tail tube protein, GTA-gp10"	4	0.02
PF16677	GP3_package	"DNA-packaging protein gp3"	5	0.03
PF03600	CitMHS	"Citrate transporter"	1	0.01
PF01351	RNase_HII	"Ribonuclease HII"	2	0.01
PF09382	RQC	"RQC domain"	1	0.01
PF00122	E1-E2_ATPase	"E1-E2 ATPase"	6	0.03
PF13174	TPR_6	"Tetratricopeptide repeat"	4	0.02
PF00573	Ribosomal_L4	"Ribosomal protein L4/L1 family"	1	0.01
PF09674	DUF2400	"Protein of unknown function (DUF2400)"	1	0.01
PF03631	Virul_fac_BrkB	"Virulence factor BrkB"	2	0.01
PF00591	Glycos_transf_3	"Glycosyl transferase family, a/b domain"	4	0.02
PF02796	HTH_7	"Helix-turn-helix domain of resolvase"	7	0.04
PF09524	Phg_2220_C	"Conserved phage C-terminus (Phg_2220_C)"	11	0.06
PF03205	MobB	"Molybdopterin guanine dinucleotide synthesis protein B"	1	0.01
PF06855	YozE_SAM_like	"YozE SAM-like fold"	1	0.01
PF06812	ImpA_N	"ImpA, N-terminal, type VI secretion system"	1	0.01
PF08765	Mor	"Mor transcription activator family"	5	0.03
PF03989	DNA_gyraseA_C	"DNA gyrase C-terminal domain, beta-propeller"	2	0.01
PF02567	PhzC-PhzF	"Phenazine biosynthesis-like protein"	4	0.02
PF07516	SecA_SW	"SecA Wing and Scaffold domain"	1	0.01
PF05658	YadA_head	"Head domain of trimeric autotransporter adhesin"	1	0.01
PF02824	TGS	"TGS domain"	3	0.02
PF00438	S-AdoMet_synt_N	"S-adenosylmethionine synthetase, N-terminal domain"	1	0.01
PF16325	Peptidase_U32_C	"Peptidase family U32 C-terminal domain"	2	0.01
PF17871	AAA_lid_9	"AAA lid domain"	2	0.01
PF17962	bMG6	"Bacterial macroglobulin domain 6"	1	0.01
PF13441	Gly-zipper_YMGG	"YMGG-like Gly-zipper"	2	0.01
PF04391	DUF533	"Protein of unknown function (DUF533)"	1	0.01
PF14532	Sigma54_activ_2	"Sigma-54 interaction domain"	4	0.02
PF08283	Gemini_AL1_M	"Geminivirus rep protein central domain"	4	0.02
PF11812	DUF3333	"Domain of unknown function (DUF3333)"	1	0.01
PF05037	DUF669	"Protein of unknown function (DUF669)"	1	0.01
PF01152	Bac_globin	"Bacterial-like globin"	2	0.01
PF06035	Peptidase_C93	"Bacterial transglutaminase-like cysteine proteinase BTLCP"	2	0.01
PF00384	Molybdopterin	"Molybdopterin oxidoreductase"	8	0.04
PF01195	Pept_tRNA_hydro	"Peptidyl-tRNA hydrolase"	4	0.02
PF14833	NAD_binding_11	"NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase"	1	0.01
PF04222	DUF416	"Protein of unknown function (DUF416)"	1	0.01
PF10588	NADH-G_4Fe-4S_3	"NADH-ubiquinone oxidoreductase-G iron-sulfur binding region"	2	0.01
PF09445	Methyltransf_15	"RNA cap guanine-N2 methyltransferase"	1	0.01
PF10135	Rod-binding	"Rod binding protein"	1	0.01
PF01771	Viral_alk_exo	"Viral alkaline exonuclease"	1	0.01
PF02782	FGGY_C	"FGGY family of carbohydrate kinases, C-terminal domain"	5	0.03
PF05551	zf-His_Me_endon	"Zinc-binding loop region of homing endonuclease"	1	0.01
PF00091	Tubulin	"Tubulin/FtsZ family, GTPase domain"	2	0.01
PF09844	DUF2071	"Uncharacterized conserved protein (COG2071)"	1	0.01
PF11922	DUF3440	"Domain of unknown function (DUF3440)"	4	0.02
PF13185	GAF_2	"GAF domain"	2	0.01
PF14337	DUF4393	"Domain of unknown function (DUF4393)"	1	0.01
PF02167	Cytochrom_C1	"Cytochrome C1 family"	2	0.01
PF04262	Glu_cys_ligase	"Glutamate-cysteine ligase"	1	0.01
PF02222	ATP-grasp	"ATP-grasp domain"	3	0.02
PF09299	Mu-transpos_C	"Mu transposase, C-terminal"	4	0.02
PF02275	CBAH	"Linear amide C-N hydrolases, choloylglycine hydrolase family"	1	0.01
PF07726	AAA_3	"ATPase family associated with various cellular activities (AAA)"	5	0.03
PF06037	DUF922	"Bacterial protein of unknown function (DUF922)"	1	0.01
PF00033	Cytochrome_B	"Cytochrome b/b6/petB"	4	0.02
PF03235	DUF262	"Protein of unknown function DUF262"	1	0.01
PF07729	FCD	"FCD domain"	5	0.03
PF03952	Enolase_N	"Enolase, N-terminal domain"	2	0.01
PF06737	Transglycosylas	"Transglycosylase-like domain"	3	0.02
PF00364	Biotin_lipoyl	"Biotin-requiring enzyme"	5	0.03
PF03123	CAT_RBD	"CAT RNA binding domain"	1	0.01
PF11325	DUF3127	"Domain of unknown function (DUF3127)"	1	0.01
PF13975	gag-asp_proteas	"gag-polyprotein putative aspartyl protease"	1	0.01
PF02310	B12-binding	"B12 binding domain"	1	0.01
PF00359	PTS_EIIA_2	"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"	7	0.04
PF01895	PhoU	"PhoU domain"	2	0.01
PF13489	Methyltransf_23	"Methyltransferase domain"	6	0.03
PF17136	ribosomal_L24	"Ribosomal proteins 50S L24/mitochondrial 39S L24"	1	0.01
PF13505	OMP_b-brl	"Outer membrane protein beta-barrel domain"	12	0.07
PF09643	YopX	"YopX protein"	9	0.05
PF02733	Dak1	"Dak1 domain"	3	0.02
PF01761	DHQ_synthase	"3-dehydroquinate synthase"	3	0.02
PF02566	OsmC	"OsmC-like protein"	2	0.01
PF06584	DIRP	"DIRP"	1	0.01
PF06854	Phage_Gp15	"Bacteriophage Gp15 protein"	1	0.01
PF00710	Asparaginase	"Asparaginase, N-terminal"	1	0.01
PF02492	cobW	"CobW/HypB/UreG, nucleotide-binding domain"	5	0.03
PF02781	G6PD_C	"Glucose-6-phosphate dehydrogenase, C-terminal domain"	4	0.02
PF02628	COX15-CtaA	"Cytochrome oxidase assembly protein"	4	0.02
PF05116	S6PP	"Sucrose-6F-phosphate phosphohydrolase"	2	0.01
PF11799	IMS_C	"impB/mucB/samB family C-terminal domain"	3	0.02
PF05065	Phage_capsid	"Phage capsid family"	24	0.13
PF03724	META	"META domain"	3	0.02
PF04340	DUF484	"Protein of unknown function, DUF484"	1	0.01
PF11814	DUF3335	"Peptidase_C39 like family"	1	0.01
PF02403	Seryl_tRNA_N	"Seryl-tRNA synthetase N-terminal domain"	1	0.01
PF14698	ASL_C2	"Argininosuccinate lyase C-terminal"	2	0.01
PF01135	PCMT	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)"	3	0.02
PF18766	SWI2_SNF2	"SWI2/SNF2 ATPase"	8	0.04
PF13460	NAD_binding_10	"NAD(P)H-binding "	4	0.02
PF03330	DPBB_1	"Lytic transglycolase"	1	0.01
PF01614	IclR	"Bacterial transcriptional regulator"	3	0.02
PF01522	Polysacc_deac_1	"Polysaccharide deacetylase"	4	0.02
PF02896	PEP-utilizers_C	"PEP-utilising enzyme, TIM barrel domain"	8	0.04
PF13541	ChlI	"Subunit ChlI of Mg-chelatase"	2	0.01
PF05198	IF3_N	"Translation initiation factor IF-3, N-terminal domain"	1	0.01
PF02772	S-AdoMet_synt_M	"S-adenosylmethionine synthetase, central domain"	2	0.01
PF09330	Lact-deh-memb	"D-lactate dehydrogenase, membrane binding"	1	0.01
PF16360	GTP-bdg_M	"GTP-binding GTPase Middle Region"	2	0.01
PF04390	LptE	"Lipopolysaccharide-assembly"	1	0.01
PF08659	KR	"KR domain"	9	0.05
PF16321	Ribosom_S30AE_C	"Sigma 54 modulation/S30EA ribosomal protein C terminus"	2	0.01
PF01738	DLH	"Dienelactone hydrolase family"	3	0.02
PF00189	Ribosomal_S3_C	"Ribosomal protein S3, C-terminal domain"	2	0.01
PF06791	TMP_2	"Prophage tail length tape measure protein"	5	0.03
PF02462	Opacity	"Opacity family porin protein"	8	0.04
PF05339	DUF739	"Protein of unknown function (DUF739)"	1	0.01
PF00486	Trans_reg_C	"Transcriptional regulatory protein, C terminal"	15	0.08
PF00126	HTH_1	"Bacterial regulatory helix-turn-helix protein, lysR family"	20	0.11
PF02637	GatB_Yqey	"GatB domain"	1	0.01
PF08840	BAAT_C	"BAAT / Acyl-CoA thioester hydrolase C terminal"	1	0.01
PF00768	Peptidase_S11	"D-alanyl-D-alanine carboxypeptidase"	8	0.04
PF10111	Glyco_tranf_2_2	"Glycosyltransferase like family 2"	4	0.02
PF03358	FMN_red	"NADPH-dependent FMN reductase"	3	0.02
PF07486	Hydrolase_2	"Cell Wall Hydrolase"	3	0.02
PF13662	Toprim_4	"Toprim domain"	6	0.03
PF02826	2-Hacid_dh_C	"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"	14	0.08
PF03781	FGE-sulfatase	"Sulfatase-modifying factor enzyme 1"	1	0.01
PF12002	MgsA_C	"MgsA AAA+ ATPase C terminal"	3	0.02
PF00570	HRDC	"HRDC domain"	2	0.01
PF10554	Phage_ASH	"Ash protein family"	3	0.02
PF07670	Gate	"Nucleoside recognition"	3	0.02
PF05187	ETF_QO	"Electron transfer flavoprotein-ubiquinone oxidoreductase, 4Fe-4S"	2	0.01
PF00850	Hist_deacetyl	"Histone deacetylase domain"	1	0.01
PF06810	Phage_GP20	"Phage minor structural protein GP20"	9	0.05
PF07261	DnaB_2	"Replication initiation and membrane attachment"	2	0.01
PF13570	PQQ_3	"PQQ-like domain"	1	0.01
PF08331	DUF1730	"Domain of unknown function (DUF1730)"	2	0.01
PF00589	Phage_integrase	"Phage integrase family"	103	0.57
PF02586	SRAP	"SOS response associated peptidase (SRAP)"	2	0.01
PF01018	GTP1_OBG	"GTP1/OBG"	1	0.01
PF14622	Ribonucleas_3_3	"Ribonuclease-III-like"	2	0.01
PF01878	EVE	"EVE domain"	1	0.01
PF06429	Flg_bbr_C	"Flagellar basal body rod FlgEFG protein C-terminal"	3	0.02
PF13524	Glyco_trans_1_2	"Glycosyl transferases group 1"	2	0.01
PF05951	Peptidase_M15_2	"Bacterial protein of unknown function (DUF882)"	2	0.01
PF08346	AntA	"AntA/AntB antirepressor"	4	0.02
PF13156	Mrr_cat_2	"Restriction endonuclease"	1	0.01
PF03979	Sigma70_r1_1	"Sigma-70 factor, region 1.1"	1	0.01
PF05352	Phage_connector	"Phage Connector (GP10)"	8	0.04
PF00551	Formyl_trans_N	"Formyl transferase"	4	0.02
PF16353	DUF4981	"Domain of unknown function(DUF4981)"	1	0.01
PF08943	CsiD	"CsiD"	1	0.01
PF02655	ATP-grasp_3	"ATP-grasp domain"	1	0.01
PF00908	dTDP_sugar_isom	"dTDP-4-dehydrorhamnose 3,5-epimerase"	1	0.01
PF00194	Carb_anhydrase	"Eukaryotic-type carbonic anhydrase"	2	0.01
PF04800	ETC_C1_NDUFA4	"ETC complex I subunit conserved region"	1	0.01
PF10369	ALS_ss_C	"Small subunit of acetolactate synthase"	1	0.01
PF05762	VWA_CoxE	"VWA domain containing CoxE-like protein"	1	0.01
PF13936	HTH_38	"Helix-turn-helix domain"	1	0.01
PF00210	Ferritin	"Ferritin-like domain"	3	0.02
PF07298	NnrU	"NnrU protein"	1	0.01
PF05133	Phage_prot_Gp6	"Phage portal protein, SPP1 Gp6-like"	21	0.12
PF03888	MucB_RseB	"MucB/RseB N-terminal domain"	1	0.01
PF09313	DUF1971	"Domain of unknown function (DUF1971)"	1	0.01
PF09669	Phage_pRha	"Phage regulatory protein Rha (Phage_pRha)"	23	0.13
PF03466	LysR_substrate	"LysR substrate binding domain"	20	0.11
PF16695	Tai4	"Type VI secretion system (T6SS), amidase immunity protein"	2	0.01
PF09140	MipZ	"ATPase MipZ"	24	0.13
PF06463	Mob_synth_C	"Molybdenum Cofactor Synthesis C"	2	0.01
PF07669	Eco57I	"Eco57I restriction-modification methylase"	2	0.01
PF00730	HhH-GPD	"HhH-GPD superfamily base excision DNA repair protein"	1	0.01
PF02416	MttA_Hcf106	"mttA/Hcf106 family"	1	0.01
PF08345	YscJ_FliF_C	"Flagellar M-ring protein C-terminal"	1	0.01
PF01300	Sua5_yciO_yrdC	"Telomere recombination"	5	0.03
PF01070	FMN_dh	"FMN-dependent dehydrogenase"	6	0.03
PF09956	DUF2190	"Uncharacterized conserved protein (DUF2190)"	1	0.01
PF05565	Sipho_Gp157	"Siphovirus Gp157"	7	0.04
PF10728	DUF2520	"Domain of unknown function (DUF2520)"	1	0.01
PF01643	Acyl-ACP_TE	"Acyl-ACP thioesterase"	4	0.02
PF06144	DNA_pol3_delta	"DNA polymerase III, delta subunit"	3	0.02
PF08450	SGL	"SMP-30/Gluconolactonase/LRE-like region"	2	0.01
PF08907	DUF1853	"Domain of unknown function (DUF1853)"	1	0.01
PF16355	DUF4982	"Domain of unknown function (DUF4982)"	1	0.01
PF01032	FecCD	"FecCD transport family"	23	0.13
PF16998	17kDa_Anti_2	"17 kDa outer membrane surface antigen"	1	0.01
PF13360	PQQ_2	"PQQ-like domain"	2	0.01
PF01610	DDE_Tnp_ISL3	"Transposase"	1	0.01
PF09490	CbtA	"Probable cobalt transporter subunit (CbtA)"	3	0.02
PF04073	tRNA_edit	"Aminoacyl-tRNA editing domain"	3	0.02
PF01594	AI-2E_transport	"AI-2E family transporter"	5	0.03
PF00682	HMGL-like	"HMGL-like"	1	0.01
PF10282	Lactonase	"Lactonase, 7-bladed beta-propeller"	2	0.01
PF09950	DUF2184	"Uncharacterized protein conserved in bacteria (DUF2184)"	14	0.08
PF13188	PAS_8	"PAS domain"	1	0.01
PF15738	YafQ_toxin	"Bacterial toxin of type II toxin-antitoxin system, YafQ"	1	0.01
PF17763	Asparaginase_C	"Glutaminase/Asparaginase C-terminal domain"	1	0.01
PF02719	Polysacc_synt_2	"Polysaccharide biosynthesis protein"	8	0.04
PF18135	Type_ISP_C	"Type ISP C-terminal specificity domain"	3	0.02
PF02515	CoA_transf_3	"CoA-transferase family III"	1	0.01
PF02831	gpW	"gpW"	1	0.01
PF14710	Nitr_red_alph_N	"Respiratory nitrate reductase alpha N-terminal"	1	0.01
PF00268	Ribonuc_red_sm	"Ribonucleotide reductase, small chain"	6	0.03
PF05100	Phage_tail_L	"Phage minor tail protein L"	13	0.07
PF05173	DapB_C	"Dihydrodipicolinate reductase, C-terminus"	4	0.02
PF01680	SOR_SNZ	"SOR/SNZ family"	1	0.01
PF01565	FAD_binding_4	"FAD binding domain"	8	0.04
PF01478	Peptidase_A24	"Type IV leader peptidase family"	1	0.01
PF08343	RNR_N	"Ribonucleotide reductase N-terminal"	1	0.01
PF17482	Phage_sheath_1C	"Phage tail sheath C-terminal domain"	18	0.10
PF02321	OEP	"Outer membrane efflux protein"	9	0.05
PF13610	DDE_Tnp_IS240	"domain"	4	0.02
PF08281	Sigma70_r4_2	"Sigma-70, region 4"	2	0.01
PF06688	DUF1187	"Protein of unknown function (DUF1187)"	3	0.02
PF08022	FAD_binding_8	"FAD-binding domain"	1	0.01
PF01084	Ribosomal_S18	"Ribosomal protein S18"	2	0.01
PF18810	PBECR2	"phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2"	4	0.02
PF04606	Ogr_Delta	"Ogr/Delta-like zinc finger"	2	0.01
PF10948	DUF2635	"Protein of unknown function (DUF2635)"	3	0.02
PF13274	DUF4065	"Protein of unknown function (DUF4065)"	24	0.13
PF00920	ILVD_EDD	"Dehydratase family"	6	0.03
PF02610	Arabinose_Isome	"L-arabinose isomerase"	2	0.01
PF13432	TPR_16	"Tetratricopeptide repeat"	5	0.03
PF07886	BA14K	"BA14K-like protein"	2	0.01
PF00296	Bac_luciferase	"Luciferase-like monooxygenase"	7	0.04
PF01336	tRNA_anti-codon	"OB-fold nucleic acid binding domain"	5	0.03
PF07158	MatC_N	"Dicarboxylate carrier protein MatC N-terminus"	1	0.01
PF17092	PCB_OB	"Penicillin-binding protein OB-like domain"	1	0.01
PF16684	Telomere_res	"Telomere resolvase"	2	0.01
PF00916	Sulfate_transp	"Sulfate permease family"	1	0.01
PF04404	ERF	"ERF superfamily"	25	0.14
PF00133	tRNA-synt_1	"tRNA synthetases class I (I, L, M and V)"	21	0.12
PF00006	ATP-synt_ab	"ATP synthase alpha/beta family, nucleotide-binding domain"	15	0.08
PF08502	LeuA_dimer	"LeuA allosteric (dimerisation) domain"	2	0.01
PF05069	Phage_tail_S	"Phage virion morphogenesis family"	13	0.07
PF13484	Fer4_16	"4Fe-4S double cluster binding domain"	1	0.01
PF06559	DCD	"2'-deoxycytidine 5'-triphosphate deaminase (DCD)"	6	0.03
PF01062	Bestrophin	"Bestrophin, RFP-TM, chloride channel"	2	0.01
PF04963	Sigma54_CBD	"Sigma-54 factor, core binding domain"	2	0.01
PF04101	Glyco_tran_28_C	"Glycosyltransferase family 28 C-terminal domain"	4	0.02
PF13510	Fer2_4	"2Fe-2S iron-sulfur cluster binding domain"	1	0.01
PF01184	Gpr1_Fun34_YaaH	"GPR1/FUN34/yaaH family"	2	0.01
PF12811	BaxI_1	"Bax inhibitor 1 like"	1	0.01
PF00533	BRCT	"BRCA1 C Terminus (BRCT) domain"	3	0.02
PF14384	BrnA_antitoxin	"BrnA antitoxin of type II toxin-antitoxin system"	1	0.01
PF04997	RNA_pol_Rpb1_1	"RNA polymerase Rpb1, domain 1"	2	0.01
PF00383	dCMP_cyt_deam_1	"Cytidine and deoxycytidylate deaminase zinc-binding region"	1	0.01
PF00207	A2M	"Alpha-2-macroglobulin family"	2	0.01
PF17203	sCache_3_2	"Single cache domain 3"	1	0.01
PF03129	HGTP_anticodon	"Anticodon binding domain"	5	0.03
PF06609	TRI12	"Fungal trichothecene efflux pump (TRI12)"	2	0.01
PF00800	PDT	"Prephenate dehydratase"	1	0.01
PF00186	DHFR_1	"Dihydrofolate reductase"	4	0.02
PF02163	Peptidase_M50	"Peptidase family M50"	3	0.02
PF03611	EIIC-GAT	"PTS system sugar-specific permease component"	8	0.04
PF11985	DUF3486	"Protein of unknown function (DUF3486)"	6	0.03
PF04453	LptD	"LPS transport system D"	2	0.01
PF01642	MM_CoA_mutase	"Methylmalonyl-CoA mutase"	3	0.02
PF02914	DDE_2	"Bacteriophage Mu transposase"	3	0.02
PF13458	Peripla_BP_6	"Periplasmic binding protein"	1	0.01
PF00889	EF_TS	"Elongation factor TS"	3	0.02
PF00814	Peptidase_M22	"Glycoprotease family"	5	0.03
PF03721	UDPG_MGDP_dh_N	"UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"	6	0.03
PF00690	Cation_ATPase_N	"Cation transporter/ATPase, N-terminus"	1	0.01
PF12801	Fer4_5	"4Fe-4S binding domain"	3	0.02
PF04217	DUF412	"Protein of unknown function, DUF412"	1	0.01
PF00137	ATP-synt_C	"ATP synthase subunit C"	2	0.01
PF07521	RMMBL	"Zn-dependent metallo-hydrolase RNA specificity domain"	2	0.01
PF06793	UPF0262	"Uncharacterised protein family (UPF0262)"	1	0.01
PF03288	Pox_D5	"Poxvirus D5 protein-like"	8	0.04
PF10805	DUF2730	"Protein of unknown function (DUF2730)"	3	0.02
PF01687	Flavokinase	"Riboflavin kinase"	1	0.01
PF08386	Abhydrolase_4	"TAP-like protein"	1	0.01
PF02965	Met_synt_B12	"Vitamin B12 dependent methionine synthase, activation domain"	1	0.01
PF00456	Transketolase_N	"Transketolase, thiamine diphosphate binding domain"	1	0.01
PF17778	BLACT_WH	"Beta-lactamase associated winged helix domain"	1	0.01
PF06733	DEAD_2	"DEAD_2"	1	0.01
PF02899	Phage_int_SAM_1	"Phage integrase, N-terminal SAM-like domain"	8	0.04
PF02798	GST_N	"Glutathione S-transferase, N-terminal domain"	3	0.02
PF04263	TPK_catalytic	"Thiamin pyrophosphokinase, catalytic domain"	1	0.01
PF02463	SMC_N	"RecF/RecN/SMC N terminal domain"	4	0.02
PF13291	ACT_4	"ACT domain"	1	0.01
PF00988	CPSase_sm_chain	"Carbamoyl-phosphate synthase small chain, CPSase domain"	1	0.01
PF15561	Imm15	"Immunity protein 15"	1	0.01
PF00534	Glycos_transf_1	"Glycosyl transferases group 1"	7	0.04
PF02607	B12-binding_2	"B12 binding domain"	1	0.01
PF02690	Na_Pi_cotrans	"Na+/Pi-cotransporter"	1	0.01
PF01728	FtsJ	"FtsJ-like methyltransferase"	1	0.01
PF11800	RP-C_C	"Replication protein C C-terminal region"	1	0.01
PF03173	CHB_HEX	"Putative carbohydrate binding domain"	1	0.01
PF08125	Mannitol_dh_C	"Mannitol dehydrogenase C-terminal domain"	4	0.02
PF06323	Phage_antiter_Q	"Phage antitermination protein Q"	3	0.02
PF13443	HTH_26	"Cro/C1-type HTH DNA-binding domain"	51	0.28
PF12773	DZR	"Double zinc ribbon"	2	0.01
PF13434	K_oxygenase	"L-lysine 6-monooxygenase (NADPH-requiring)"	2	0.01
PF05138	PaaA_PaaC	"Phenylacetic acid catabolic protein"	3	0.02
PF09976	TPR_21	"Tetratricopeptide repeat-like domain"	1	0.01
PF00984	UDPG_MGDP_dh	"UDP-glucose/GDP-mannose dehydrogenase family, central domain"	1	0.01
PF06992	Phage_lambda_P	"Replication protein P"	7	0.04
PF00860	Xan_ur_permease	"Permease family"	8	0.04
PF00120	Gln-synt_C	"Glutamine synthetase, catalytic domain"	4	0.02
PF10012	DUF2255	"Uncharacterized protein conserved in bacteria (DUF2255)"	2	0.01
PF00171	Aldedh	"Aldehyde dehydrogenase family"	22	0.12
PF07072	ZapD	"Cell division protein"	1	0.01
PF02934	GatB_N	"GatB/GatE catalytic domain"	1	0.01
PF10772	DUF2597	"Protein of unknown function (DUF2597)"	5	0.03
PF16203	ERCC3_RAD25_C	"ERCC3/RAD25/XPB C-terminal helicase"	2	0.01
PF03928	Haem_degrading	"Haem-degrading"	3	0.02
PF18050	Cyclophil_like2	"Cyclophilin-like family"	1	0.01
PF00561	Abhydrolase_1	"alpha/beta hydrolase fold"	8	0.04
PF08335	GlnD_UR_UTase	"GlnD PII-uridylyltransferase"	6	0.03
PF04326	AlbA_2	"Putative DNA-binding domain"	2	0.01
PF10087	DUF2325	"Uncharacterized protein conserved in bacteria (DUF2325)"	1	0.01
PF06500	DUF1100	"Alpha/beta hydrolase of unknown function (DUF1100)"	1	0.01
PF13785	DUF4178	"Domain of unknown function (DUF4178)"	1	0.01
PF12441	CopG_antitoxin	"CopG antitoxin of type II toxin-antitoxin system"	1	0.01
PF04608	PgpA	"Phosphatidylglycerophosphatase A"	1	0.01
PF11066	DUF2867	"Protein of unknown function (DUF2867)"	1	0.01
PF07676	PD40	"WD40-like Beta Propeller Repeat"	1	0.01
PF02254	TrkA_N	"TrkA-N domain"	4	0.02
PF07584	BatA	"Aerotolerance regulator N-terminal"	1	0.01
PF04717	Phage_base_V	"Type VI secretion system, phage-baseplate injector"	8	0.04
PF18855	baeRF_family11	"Bacterial archaeo-eukaryotic release factor family 11"	1	0.01
PF10411	DsbC_N	"Disulfide bond isomerase protein N-terminus"	1	0.01
PF13193	AMP-binding_C	"AMP-binding enzyme C-terminal domain"	2	0.01
PF11015	DUF2853	"Protein of unknown function (DUF2853)"	1	0.01
PF13561	adh_short_C2	"Enoyl-(Acyl carrier protein) reductase"	31	0.17
PF06071	YchF-GTPase_C	"Protein of unknown function (DUF933)"	1	0.01
PF10410	DnaB_bind	"DnaB-helicase binding domain of primase"	1	0.01
PF12849	PBP_like_2	"PBP superfamily domain"	2	0.01
PF04138	GtrA	"GtrA-like protein"	1	0.01
PF08482	HrpB_C	"ATP-dependent helicase C-terminal"	2	0.01
PF06594	HCBP_related	"Haemolysin-type calcium binding protein related domain"	1	0.01
PF11876	DUF3396	"Protein of unknown function (DUF3396)"	2	0.01
PF07542	ATP12	"ATP12 chaperone protein"	3	0.02
PF00756	Esterase	"Putative esterase"	1	0.01
PF13350	Y_phosphatase3	"Tyrosine phosphatase family"	3	0.02
PF02486	Rep_trans	"Replication initiation factor"	3	0.02
PF00890	FAD_binding_2	"FAD binding domain"	15	0.08
