#Gene	Contig	Start	End	Gene_Length	Strand	SP	TM	sprot_id	sprot_desc	Taxonomy
metaerg.pl|00965	NODE_15_length_26706_cov_26.1813	2877	3431	555	1	No	0	sp|P96675|YDER_BACSU	"Uncharacterized MFS-type transporter YdeR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Breoghania;s__Breoghania corrubedonensis
metaerg.pl|00966	NODE_15_length_26706_cov_26.1813	3400	4062	663	1	No	0	sp|P96675|YDER_BACSU	"Uncharacterized MFS-type transporter YdeR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium rhizogenes
metaerg.pl|00968	NODE_15_length_26706_cov_26.1813	5056	6267	1212	1	No	0	sp|P50215|IDH_SPHYA	"Isocitrate dehydrogenase [NADP]"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00969	NODE_15_length_26706_cov_26.1813	6435	7853	1419	1	No	0	sp|P9WJX2|Y1634_MYCTO	"Probable multidrug-efflux transporter MT1670"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|00970	NODE_15_length_26706_cov_26.1813	7862	8827	966	-1	No	0	sp|P21634|COBD_SINSX	"Cobalamin biosynthesis protein CobD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|00971	NODE_15_length_26706_cov_26.1813	8840	10054	1215	-1	No	0	sp|P77389|YDHP_ECOLI	"Inner membrane transport protein YdhP"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00972	NODE_15_length_26706_cov_26.1813	10247	11551	1305	-1	No	0	sp|A6X051|COBB_OCHA4	"Hydrogenobyrinate a,c-diamide synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|00973	NODE_15_length_26706_cov_26.1813	11569	12363	795	-1	No	0	sp|P21631|SUMT_SINSX	"Uroporphyrinogen-III C-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00974	NODE_15_length_26706_cov_26.1813	12502	13605	1104	1	No	0	sp|A6X049|CBID_OCHA4	"Cobalt-precorrin-5B C(1)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|00975	NODE_15_length_26706_cov_26.1813	13592	14344	753	1	No	0	sp|Q53139|COBK_RHOER	"Precorrin-6A reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00976	NODE_15_length_26706_cov_26.1813	14327	15058	732	-1	No	0	sp|P21922|COBM_SINSX	"Precorrin-4 C(11)-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00979	NODE_15_length_26706_cov_26.1813	16031	16819	789	1	No	0	sp|P29942|YCB9_SINSX	"Probable membrane transporter protein ORF9"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|00980	NODE_15_length_26706_cov_26.1813	16808	17239	432	-1	No	0	sp|P29939|YCB6_SINSX	"Uncharacterized transporter in cobO 3'region"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00981	NODE_15_length_26706_cov_26.1813	17236	17862	627	-1	No	0	sp|P29930|COBO_SINSX	"Corrinoid adenosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00982	NODE_15_length_26706_cov_26.1813	17862	21590	3729	-1	No	0	sp|P29929|COBN_SINSX	"Aerobic cobaltochelatase subunit CobN"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|00983	NODE_15_length_26706_cov_26.1813	21590	22657	1068	-1	No	0	sp|P29937|COBW_SINSX	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|00984	NODE_15_length_26706_cov_26.1813	22663	23175	513	-1	No	0	sp|P29931|COBP_SINSX	"Bifunctional adenosylcobalamin biosynthesis protein CobP"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|00985	NODE_15_length_26706_cov_26.1813	23439	24878	1440	-1	No	0	sp|B3PQX7|COBQ_RHIE6	"Cobyric acid synthase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|00986	NODE_15_length_26706_cov_26.1813	25282	26268	987	-1	No	0	sp|P0ADV6|YHBW_ECOL6	"Luciferase-like monooxygenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|00987	NODE_15_length_26706_cov_26.1813	26331	26705	375	-1	No	0	sp|Q8G0K1|TGT_BRUSU	"Queuine tRNA-ribosyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A sp002278035
metaerg.pl|01001	NODE_16_length_26477_cov_324.854	6840	7100	261	1	No	0	sp|A5ERF9|Y6866_BRASB	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__Commensalibacter sp003202795
metaerg.pl|01005	NODE_16_length_26477_cov_324.854	9350	9763	414	1	No	0	sp|Q9A894|SSB_CAUVC	"Single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedimonadales;f__Caedimonadaceae;g__Caedimonas;s__Caedimonas varicaedens
metaerg.pl|01030	NODE_17_length_25068_cov_6.28501	720	1520	801	1	No	0	sp|P25310|LYSM1_STRGL	"Lysozyme M1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01033	NODE_17_length_25068_cov_6.28501	4062	4982	921	-1	No	0	sp|P11003|METF_SALTY	"5,10-methylenetetrahydrofolate reductase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01037	NODE_17_length_25068_cov_6.28501	7928	8692	765	-1	No	0	sp|Q133R5|TAM_RHOPS	"Trans-aconitate 2-methyltransferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01038	NODE_17_length_25068_cov_6.28501	9271	10920	1650	-1	No	0	sp|P9WQK2|ETTA_MYCTO	"Energy-dependent translational throttle protein EttA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01040	NODE_17_length_25068_cov_6.28501	12572	13303	732	1	No	0	sp|B5XTK8|ARNC_KLEP3	"Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01042	NODE_17_length_25068_cov_6.28501	14219	15721	1503	-1	No	0	sp|Q1MJ97|RGTB_RHIL3	"Lipopolysaccharide core galacturonosyltransferase RgtB"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01043	NODE_17_length_25068_cov_6.28501	15825	17123	1299	-1	No	0	sp|O54068|UDG_RHIME	"UDP-glucose 6-dehydrogenase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01044	NODE_17_length_25068_cov_6.28501	17217	17828	612	1	No	0	sp|P21369|PNCA_ECOLI	"Nicotinamidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01047	NODE_17_length_25068_cov_6.28501	19768	21180	1413	-1	No	0	sp|P49309|MOCR_RHIML	"Probable rhizopine catabolism regulatory protein MocR"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01050	NODE_17_length_25068_cov_6.28501	23379	23990	612	1	No	0	sp|C3K3H1|Y5725_PSEFS	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01105	NODE_19_length_24592_cov_142.716	6684	13223	6540	-1	No	0	sp|Q71TF8|DARB_BPP1	"Defense against restriction protein B"	unknow
metaerg.pl|01113	NODE_19_length_24592_cov_142.716	19587	20027	441	-1	No	0	sp|P45911|YQAN_BACSU	"hypothetical protein"	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Murdochiella;s__Murdochiella massiliensis
metaerg.pl|01118	NODE_19_length_24592_cov_142.716	22116	22409	294	-1	No	0	sp|P68662|YBCO_BP82	"Putative nuclease ybcO"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi
metaerg.pl|01129	NODE_20_length_23920_cov_55.2592	3389	4906	1518	1	No	0	sp|P44233|VPL_HAEIN	"Mu-like prophage FluMu tail sheath protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01133	NODE_20_length_23920_cov_55.2592	7610	8911	1302	1	No	0	sp|P08557|CIRCN_BPMU	"DNA circularization protein N"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01137	NODE_20_length_23920_cov_55.2592	10920	11993	1074	1	No	0	sp|P75981|JAYE_ECOLI	"Putative protein JayE"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01138	NODE_20_length_23920_cov_55.2592	11997	12584	588	1	No	0	sp|P75982|YMFQ_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01142	NODE_20_length_23920_cov_55.2592	15913	16998	1086	-1	No	0	sp|P16407|VINT_BPHK0	"Integrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_B;s__Serratia_B odorifera
metaerg.pl|01150	NODE_20_length_23920_cov_55.2592	20220	20753	534	-1	No	0	sp|P76514|YFDR_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01151	NODE_20_length_23920_cov_55.2592	20836	21663	828	-1	No	0	sp|P76513|YFDQ_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01152	NODE_20_length_23920_cov_55.2592	21717	22088	372	-1	No	0	sp|P76512|YFDP_ECOLI	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia marcescens_B
metaerg.pl|01200	NODE_22_length_22363_cov_9.64521	889	1254	366	1	No	0	sp|P21323|YR7I_ECOLX	"Putative uncharacterized protein ORFI in retron EC67"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01202	NODE_22_length_22363_cov_9.64521	1697	2698	1002	1	No	0	sp|P06723|VINT_BP186	"Integrase"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01206	NODE_22_length_22363_cov_9.64521	3773	4672	900	-1	No	0	sp|P75969|INTE_ECOLI	"Prophage integrase IntE"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apis_A
metaerg.pl|01208	NODE_22_length_22363_cov_9.64521	5880	6965	1086	-1	No	0	sp|P21679|BPD_BP186	"Probable baseplate hub protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01212	NODE_22_length_22363_cov_9.64521	11115	11627	513	-1	No	0	sp|P22502|TUBE_BPP2	"Tail tube protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01213	NODE_22_length_22363_cov_9.64521	11639	12814	1176	-1	No	0	sp|P22501|TSP_BPP2	"Tail sheath protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01216	NODE_22_length_22363_cov_9.64521	15260	15859	600	-1	No	0	sp|P26701|BPI_BPP2	"Baseplate protein I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01217	NODE_22_length_22363_cov_9.64521	15849	16760	912	-1	No	0	sp|P51767|BPJ_BPP2	"Baseplate protein J"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01218	NODE_22_length_22363_cov_9.64521	16748	17101	354	-1	No	0	sp|P51768|BPW_BPP2	"Baseplate protein W"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01219	NODE_22_length_22363_cov_9.64521	17098	17736	639	-1	No	0	sp|P31340|SPIKE_BPP2	"Spike protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01220	NODE_22_length_22363_cov_9.64521	17797	18258	462	-1	No	0	sp|P36934|VPS_BPP2	"Tail completion protein S"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01221	NODE_22_length_22363_cov_9.64521	18419	18688	270	-1	No	0	sp|P36933|VPR_BPP2	"Tail completion protein R"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01229	NODE_22_length_22363_cov_9.64521	21913	22362	450	-1	No	0	sp|P25477|CAPSD_BPP2	"Capsid proteins"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01233	NODE_23_length_21946_cov_37.5426	1848	2753	906	1	No	0	sp|Q59603|MTB1_NEIGO	"Modification methylase NgoBI"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_I
metaerg.pl|01234	NODE_23_length_21946_cov_37.5426	2743	3006	264	1	No	0	sp|P21318|YR7D_ECOLX	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01244	NODE_23_length_21946_cov_37.5426	9551	12829	3279	-1	No	0	sp|P03749|TIPJ_LAMBD	"Tip attachment protein J"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|01245	NODE_23_length_21946_cov_37.5426	12822	13448	627	-1	No	0	sp|P03730|TIPI_LAMBD	"Tail tip assembly protein I"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella bombi
metaerg.pl|01246	NODE_23_length_21946_cov_37.5426	13391	14110	720	-1	No	0	sp|P03729|TIPK_LAMBD	"Tail tip assembly protein K"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_M
metaerg.pl|01247	NODE_23_length_21946_cov_37.5426	14167	14868	702	-1	No	0	sp|P03738|TIPL_LAMBD	"Tail tip protein L"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella mensalis
metaerg.pl|01248	NODE_23_length_21946_cov_37.5426	14865	15194	330	-1	No	0	sp|P03737|TIPM_LAMBD	"Tail tip protein M"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella apicola_P
metaerg.pl|01290	NODE_25_length_20603_cov_15.4839	1084	2166	1083	1	No	0	sp|Q8R890|XERCL_CALS4	"Tyrosine recombinase XerC-like"	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus sp002916935
metaerg.pl|01339	NODE_27_length_20007_cov_7.67748	387	887	501	-1	No	0	sp|Q8G0J1|SSB_BRUSU	"Single-stranded DNA-binding protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01340	NODE_27_length_20007_cov_7.67748	1149	4061	2913	1	No	0	sp|Q8YHC4|UVRA_BRUME	"UvrABC system protein A"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01341	NODE_27_length_20007_cov_7.67748	4292	5533	1242	-1	No	0	sp|P0DI96|OMP2B_BRUSS	"Porin Omp2b"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01342	NODE_27_length_20007_cov_7.67748	5656	7203	1548	-1	No	0	sp|Q2RGI2|NNR_MOOTA	"Bifunctional NAD(P)H-hydrate repair enzyme Nnr"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01343	NODE_27_length_20007_cov_7.67748	7404	7742	339	1	No	0	sp|Q52905|GLNB_RHIME	"Nitrogen regulatory protein P-II"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01344	NODE_27_length_20007_cov_7.67748	7822	9231	1410	1	No	0	sp|Q59747|GLN1B_RHIME	"Glutamine synthetase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01346	NODE_27_length_20007_cov_7.67748	10055	10480	426	-1	No	0	sp|P0A0V4|OHR_XANAC	"Organic hydroperoxide resistance protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01347	NODE_27_length_20007_cov_7.67748	10578	11378	801	-1	No	0	sp|Q8N5M1|ATPF2_HUMAN	"ATP synthase mitochondrial F1 complex assembly factor 2"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01348	NODE_27_length_20007_cov_7.67748	11371	12045	675	-1	No	0	sp|Q9S586|GPH1_PSEAE	"Phosphoglycolate phosphatase 1"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01349	NODE_27_length_20007_cov_7.67748	12045	13028	984	-1	No	0	sp|Q9CM51|RLUC_PASMU	"Ribosomal large subunit pseudouridine synthase C"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01350	NODE_27_length_20007_cov_7.67748	13230	15068	1839	1	No	0	sp|Q6G2Z5|NDVA_BARHE	"Beta-(1-->2)glucan export ATP-binding/permease protein NdvA"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01351	NODE_27_length_20007_cov_7.67748	15383	18049	2667	-1	No	0	sp|A6X0E9|SYA_OCHA4	"Alanine--tRNA ligase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01352	NODE_27_length_20007_cov_7.67748	18334	19416	1083	-1	No	0	sp|A6X0E8|RECA_OCHA4	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01353	NODE_27_length_20007_cov_7.67748	19632	20006	375	-1	No	0	sp|P37665|YIAD_ECOLI	"Probable lipoprotein YiaD"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01365	NODE_28_length_19890_cov_7.09115	12680	13198	519	1	No	0	sp|Q37875|ENLYS_BPP1	"SAR-endolysin"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella;s__Gilliamella sp002142215
metaerg.pl|01370	NODE_28_length_19890_cov_7.09115	15767	16975	1209	1	No	0	sp|P76542|INTZ_ECOLI	"Prophage integrase IntZ"	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pectobacterium;s__Pectobacterium betavasculorum
metaerg.pl|01380	NODE_29_length_19754_cov_9.27773	3	614	612	1	No	0	sp|Q7V0D4|AMPA_PROMP	"Probable cytosol aminopeptidase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01383	NODE_29_length_19754_cov_9.27773	2568	3878	1311	1	No	0	sp|P16482|CITH_KLEPN	"Citrate-proton symporter"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01385	NODE_29_length_19754_cov_9.27773	4929	5942	1014	-1	No	0	sp|Q5HM44|ZDH1_STAEQ	"Zinc-type alcohol dehydrogenase-like protein SERP1785"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01386	NODE_29_length_19754_cov_9.27773	6124	7932	1809	-1	No	0	sp|P55469|Y4GM_SINFN	"Uncharacterized ABC transporter ATP-binding protein y4gM"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01388	NODE_29_length_19754_cov_9.27773	10024	11478	1455	-1	No	0	sp|O07576|YHDG_BACSU	"Uncharacterized amino acid permease YhdG"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis
metaerg.pl|01389	NODE_29_length_19754_cov_9.27773	11707	12108	402	-1	No	0	sp|P0A3L0|IF3_BRUAB	"Translation initiation factor IF-3"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_A
metaerg.pl|01390	NODE_29_length_19754_cov_9.27773	12536	13309	774	1	No	0	sp|Q6PE15|ABHDA_MOUSE	"Mycophenolic acid acyl-glucuronide esterase, mitochondrial"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01392	NODE_29_length_19754_cov_9.27773	14877	15551	675	-1	No	0	sp|P44659|Y358_HAEIN	"hypothetical protein"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella tamiae
metaerg.pl|01394	NODE_29_length_19754_cov_9.27773	17333	18496	1164	-1	No	0	sp|P45493|HIPO_CAMJE	"Hippurate hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
metaerg.pl|01395	NODE_29_length_19754_cov_9.27773	18546	19694	1149	-1	No	0	sp|P45493|HIPO_CAMJE	"Hippurate hydrolase"	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Bartonella;s__Bartonella apis_B
