#KO	Name	Definition	Count	Count_pct
K05822	dapH, dapD	"tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]"	3	0.02
K00902	DOLK	"dolichol kinase [EC:2.7.1.108]"	1	0.01
K01744	aspA	"aspartate ammonia-lyase [EC:4.3.1.1]"	4	0.02
K22958	lpdC	"gallate decarboxylase subunit C [EC:4.1.1.59]"	3	0.02
K10010	tcyC, yecC	"L-cystine transport system ATP-binding protein [EC:7.4.2.1]"	2	0.01
K17758	nnr	"ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]"	4	0.02
K19333	kdgR	"IclR family transcriptional regulator, KDG regulon repressor"	1	0.01
K07496	K07496	"putative transposase"	2	0.01
K12524	thrA	"bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3]"	10	0.05
K08591	plsY	"acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]"	2	0.01
K01690	edd	"phosphogluconate dehydratase [EC:4.2.1.12]"	2	0.01
K00800	aroA	"3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]"	6	0.03
K00443	frhG	"coenzyme F420 hydrogenase subunit gamma [EC:1.12.98.1]"	4	0.02
K00170	porB	"pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]"	3	0.02
K00016	LDH, ldh	"L-lactate dehydrogenase [EC:1.1.1.27]"	2	0.01
K00930	argB	"acetylglutamate kinase [EC:2.7.2.8]"	2	0.01
K23257	yvgN	"methylglyoxal/glyoxal reductase [EC:1.1.1.283 1.1.1.-]"	1	0.01
K01682	acnB	"aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]"	3	0.02
K02795	PTS-Man-EIIC, manY	"PTS system, mannose-specific IIC component"	14	0.08
K01849	E5.4.99.2B, mcmA2	"methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]"	3	0.02
K03777	dld	"D-lactate dehydrogenase (quinone) [EC:1.1.5.12]"	2	0.01
K04566	lysK	"lysyl-tRNA synthetase, class I [EC:6.1.1.6]"	6	0.03
K12767	RIM15	"serine/threonine-protein kinase RIM15 [EC:2.7.11.1]"	25	0.14
K16511	mecA1_2	"adapter protein MecA 1/2"	1	0.01
K08484	PTS-EI.PTSP, ptsP	"phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]"	8	0.04
K08137	galP	"MFS transporter, SP family, galactose:H+ symporter"	2	0.01
K01423	bepA	"beta-barrel assembly-enhancing protease [EC:3.4.-.-]"	2	0.01
K09251	patA	"putrescine aminotransferase [EC:2.6.1.82]"	1	0.01
K01537	ATP2C	"P-type Ca2+ transporter type 2C [EC:7.2.2.10]"	6	0.03
K10235	aglK	"alpha-glucoside transport system ATP-binding protein"	4	0.02
K03544	clpX, CLPX	"ATP-dependent Clp protease ATP-binding subunit ClpX"	5	0.03
K00030	IDH3	"isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"	2	0.01
K07305	msrB	"peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]"	9	0.05
K03043	rpoB	"DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]"	10	0.05
K05894	OPR	"12-oxophytodienoic acid reductase [EC:1.3.1.42]"	2	0.01
K06379	spoIIAB	"stage II sporulation protein AB (anti-sigma F factor) [EC:2.7.11.1]"	36	0.20
K07303	iorB	"isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16]"	1	0.01
K03210	yajC	"preprotein translocase subunit YajC"	2	0.01
K03584	recO	"DNA repair protein RecO (recombination protein O)"	2	0.01
K03549	kup	"KUP system potassium uptake protein"	5	0.03
K11787	GART	"phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1]"	7	0.04
K03551	ruvB	"holliday junction DNA helicase RuvB [EC:3.6.4.12]"	3	0.02
K11392	rsmF	"16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]"	1	0.01
K01586	lysA	"diaminopimelate decarboxylase [EC:4.1.1.20]"	9	0.05
K13598	ntrY	"two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"	15	0.08
K01915	glnA, GLUL	"glutamine synthetase [EC:6.3.1.2]"	4	0.02
K16345	xanP	"xanthine permease XanP"	5	0.03
K02034	ABC.PE.P1	"peptide/nickel transport system permease protein"	5	0.03
K00226	pyrD	"dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]"	2	0.01
K00566	mnmA, trmU	"tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]"	10	0.05
K00171	porD	"pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]"	4	0.02
K08256	pimA	"phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]"	1	0.01
K03629	recF	"DNA replication and repair protein RecF"	4	0.02
K22548	lhpL	"trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77]"	1	0.01
K11629	bceS	"two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]"	23	0.13
K01920	gshB	"glutathione synthase [EC:6.3.2.3]"	6	0.03
K03543	emrA	"membrane fusion protein, multidrug efflux system"	1	0.01
K09998	artM	"arginine transport system permease protein"	2	0.01
K11075	potH	"putrescine transport system permease protein"	1	0.01
K08992	lapA	"lipopolysaccharide assembly protein A"	1	0.01
K01619	deoC, DERA	"deoxyribose-phosphate aldolase [EC:4.1.2.4]"	1	0.01
K01921	ddl	"D-alanine-D-alanine ligase [EC:6.3.2.4]"	1	0.01
K01442	E3.5.1.24	"choloylglycine hydrolase [EC:3.5.1.24]"	1	0.01
K01879	glyS	"glycyl-tRNA synthetase beta chain [EC:6.1.1.14]"	11	0.06
K13051	ASRGL1, iaaA	"L-asparaginase / beta-aspartyl-peptidase [EC:3.5.1.1 3.4.19.5]"	1	0.01
K02528	ksgA	"16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]"	4	0.02
K09819	ABC.MN.P	"manganese/iron transport system permease protein"	2	0.01
K00145	argC	"N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]"	6	0.03
K03547	sbcD, mre11	"DNA repair protein SbcD/Mre11"	1	0.01
K15724	erpA	"iron-sulfur cluster insertion protein"	1	0.01
K03642	rlpA	"rare lipoprotein A"	1	0.01
K23085		""	1	0.01
K02945	RP-S1, rpsA	"small subunit ribosomal protein S1"	4	0.02
K03676	grxC, GLRX, GLRX2	"glutaredoxin 3"	4	0.02
K13402	MTHFD1L	"monofunctional C1-tetrahydrofolate synthase, mitochondrial [EC:6.3.4.3]"	7	0.04
K14162	dnaE2	"error-prone DNA polymerase [EC:2.7.7.7]"	10	0.05
K04780	dhbF	"nonribosomal peptide synthetase DhbF"	1	0.01
K01081	E3.1.3.5	"5'-nucleotidase [EC:3.1.3.5]"	7	0.04
K00891	E2.7.1.71, aroK, aroL	"shikimate kinase [EC:2.7.1.71]"	42	0.23
K05522	nei	"endonuclease VIII [EC:3.2.2.- 4.2.99.18]"	4	0.02
K01069	gloB, gloC, HAGH	"hydroxyacylglutathione hydrolase [EC:3.1.2.6]"	8	0.04
K01546	kdpA	"potassium-transporting ATPase potassium-binding subunit"	2	0.01
K15656	srfAC, lchAC	"surfactin family lipopeptide synthetase C"	1	0.01
K00022	HADH	"3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"	2	0.01
K02041	phnC	"phosphonate transport system ATP-binding protein [EC:7.3.2.2]"	4	0.02
K02391	flgF	"flagellar basal-body rod protein FlgF"	1	0.01
K01458	hutG	"N-formylglutamate deformylase [EC:3.5.1.68]"	1	0.01
K04564	SOD2	"superoxide dismutase, Fe-Mn family [EC:1.15.1.1]"	8	0.04
K08834	MYO3, DFNB30	"myosin III [EC:2.7.11.1]"	7	0.04
K01225	CBH1	"cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]"	1	0.01
K10896	FANCM	"fanconi anemia group M protein"	14	0.08
K02435	gatC, GATC	"aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]"	2	0.01
K00694	bcsA	"cellulose synthase (UDP-forming) [EC:2.4.1.12]"	6	0.03
K23269	purL	"phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]"	3	0.02
K00825	AADAT, KAT2	"kynurenine/2-aminoadipate aminotransferase [EC:2.6.1.7 2.6.1.39]"	21	0.12
K00067	rfbD, rmlD	"dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]"	4	0.02
K00124	fdoH, fdsB	"formate dehydrogenase iron-sulfur subunit"	4	0.02
K02535	lpxC	"UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]"	5	0.03
K03583	recC	"exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]"	1	0.01
K10681	saeS	"two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]"	39	0.21
K11991	tadA	"tRNA(adenine34) deaminase [EC:3.5.4.33]"	1	0.01
K01451	hipO	"hippurate hydrolase [EC:3.5.1.32]"	7	0.04
K07639	rstB	"two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]"	46	0.25
K01462	PDF, def	"peptide deformylase [EC:3.5.1.88]"	1	0.01
K03687	GRPE	"molecular chaperone GrpE"	2	0.01
K18326	mdtD	"MFS transporter, DHA2 family, multidrug resistance protein"	2	0.01
K07778	desK	"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"	30	0.16
K01497	ribA, RIB1	"GTP cyclohydrolase II [EC:3.5.4.25]"	3	0.02
K08313	fsaA, mipB	"fructose-6-phosphate aldolase 1 [EC:4.1.2.-]"	1	0.01
K03564	BCP, PRXQ, DOT5	"peroxiredoxin Q/BCP [EC:1.11.1.15]"	3	0.02
K02769	PTS-Fru-EIIB, fruA	"PTS system, fructose-specific IIB component [EC:2.7.1.202]"	21	0.12
K03723	mfd	"transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]"	5	0.03
K13853	aroG, aroA	"3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]"	3	0.02
K07018	K07018	"uncharacterized protein"	2	0.01
K16898	addA	"ATP-dependent helicase/nuclease subunit A [EC:3.1.-.- 3.6.4.12]"	5	0.03
K08384	spoVD	"stage V sporulation protein D (sporulation-specific penicillin-binding protein)"	8	0.04
K11200	PTS-Mng-EIIC, mngA, hrsA	"PTS system, 2-O-A-mannosyl-D-glycerate-specific IIC component"	14	0.08
K02001	proW	"glycine betaine/proline transport system permease protein"	1	0.01
K08301	rng, cafA	"ribonuclease G [EC:3.1.26.-]"	2	0.01
K00647	fabB	"3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]"	4	0.02
K05539	dusA	"tRNA-dihydrouridine synthase A [EC:1.-.-.-]"	4	0.02
K13829	aroKB	"shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]"	2	0.01
K01945	purD	"phosphoribosylamine---glycine ligase [EC:6.3.4.13]"	7	0.04
K05776	modF	"molybdate transport system ATP-binding protein"	1	0.01
K00041	uxaB	"tagaturonate reductase [EC:1.1.1.58]"	1	0.01
K10036	glnH	"glutamine transport system substrate-binding protein"	1	0.01
K00615	E2.2.1.1, tktA, tktB	"transketolase [EC:2.2.1.1]"	2	0.01
K06136	pqqB	"pyrroloquinoline quinone biosynthesis protein B"	1	0.01
K13530	adaA	"AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]"	4	0.02
K01872	AARS, alaS	"alanyl-tRNA synthetase [EC:6.1.1.7]"	6	0.03
K01909	mbtM	"long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20]"	5	0.03
K21514	aviRb	"23S rRNA (uridine2479-2'-O)-methyltransferase [EC:2.1.1.208]"	1	0.01
K04478	sgtB	"monofunctional glycosyltransferase [EC:2.4.1.129]"	1	0.01
K03581	recD	"exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]"	3	0.02
K11383	kinB	"two-component system, NtrC family, sensor histidine kinase KinB [EC:2.7.13.3]"	27	0.15
K01941	E6.3.4.6	"urea carboxylase [EC:6.3.4.6]"	9	0.05
K02835	prfA, MTRF1, MRF1	"peptide chain release factor 1"	3	0.02
K00849	galK	"galactokinase [EC:2.7.1.6]"	3	0.02
K06909	xtmB	"phage terminase large subunit"	5	0.03
K12657	ALDH18A1, P5CS	"delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]"	7	0.04
K14489	AHK2_3_4	"arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]"	5	0.03
K12525	metL	"bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3]"	7	0.04
K00359	qorA	"NADPH:quinone reductase [EC:1.6.5.5]"	1	0.01
K18907	norG	"GntR family transcriptional regulator, regulator for abcA and norABC"	1	0.01
K11206	NIT1, ybeM	"deaminated glutathione amidase [EC:3.5.1.128]"	2	0.01
K02687	prmA	"ribosomal protein L11 methyltransferase [EC:2.1.1.-]"	5	0.03
K13982	DDX4, VASA	"probable ATP-dependent RNA helicase DDX4 [EC:3.6.4.13]"	5	0.03
K15780	tilS-hprT	"bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]"	1	0.01
K02006	cbiO	"cobalt/nickel transport system ATP-binding protein"	83	0.46
K01183	E3.2.1.14	"chitinase [EC:3.2.1.14]"	5	0.03
K11735	gabP	"GABA permease"	1	0.01
K07789	mdtC	"multidrug efflux pump"	2	0.01
K10797	enr	"2-enoate reductase [EC:1.3.1.31]"	3	0.02
K03787	surE	"5'-nucleotidase [EC:3.1.3.5]"	5	0.03
K03711	fur, zur, furB	"Fur family transcriptional regulator, ferric uptake regulator"	2	0.01
K00763	pncB, NAPRT1	"nicotinate phosphoribosyltransferase [EC:6.3.4.21]"	4	0.02
K11072	potA	"spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]"	30	0.16
K02160	accB, bccP	"acetyl-CoA carboxylase biotin carboxyl carrier protein"	2	0.01
K07017	K07017	"uncharacterized protein"	1	0.01
K00874	kdgK	"2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]"	1	0.01
K07684	narL	"two-component system, NarL family, nitrate/nitrite response regulator NarL"	1	0.01
K00286	proC	"pyrroline-5-carboxylate reductase [EC:1.5.1.2]"	3	0.02
K00042	garR, glxR	"2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"	3	0.02
K21682	PNO	"pyruvate dehydrogenase (NADP+) / aquacobalamin reductase (NADPH) [EC:1.2.1.51 1.16.1.5]"	1	0.01
K00228	CPOX, hemF	"coproporphyrinogen III oxidase [EC:1.3.3.3]"	2	0.01
K23329	HMT1, ACLQ	"ATP-binding cassette, subfamily B, vacuolar membrane transporter HMT1/ACLQ"	2	0.01
K04075	tilS, mesJ	"tRNA(Ile)-lysidine synthase [EC:6.3.4.19]"	1	0.01
K22051	mscM, bspA	"miniconductance mechanosensitive channel"	1	0.01
K01190	lacZ	"beta-galactosidase [EC:3.2.1.23]"	7	0.04
K05367	pbpC	"penicillin-binding protein 1C [EC:2.4.1.129]"	3	0.02
K03773	fklB	"FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]"	1	0.01
K03569	mreB	"rod shape-determining protein MreB and related proteins"	2	0.01
K01876	aspS	"aspartyl-tRNA synthetase [EC:6.1.1.12]"	7	0.04
K03394	cobI-cbiL	"precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]"	1	0.01
K08738	CYC	"cytochrome c"	1	0.01
K03595	era, ERAL1	"GTPase"	6	0.03
K03733	xerC	"integrase/recombinase XerC"	3	0.02
K19591	cueR	"MerR family transcriptional regulator, copper efflux regulator"	2	0.01
K07266	kpsC, lipA	"capsular polysaccharide export protein"	3	0.02
K02567	napA	"periplasmic nitrate reductase NapA [EC:1.7.99.-]"	11	0.06
K01006	ppdK	"pyruvate, orthophosphate dikinase [EC:2.7.9.1]"	5	0.03
K01778	dapF	"diaminopimelate epimerase [EC:5.1.1.7]"	1	0.01
K13952	ADH6	"alcohol dehydrogenase 6 [EC:1.1.1.1]"	2	0.01
K02049	ABC.SN.A	"NitT/TauT family transport system ATP-binding protein"	43	0.24
K06173	truA, PUS1	"tRNA pseudouridine38-40 synthase [EC:5.4.99.12]"	4	0.02
K01823	idi, IDI	"isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]"	1	0.01
K00147	proA	"glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"	6	0.03
K01407	ptrA	"protease III [EC:3.4.24.55]"	3	0.02
K00783	rlmH	"23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]"	1	0.01
K05561	phaD	"multicomponent K+:H+ antiporter subunit D"	6	0.03
K00008	SORD, gutB	"L-iditol 2-dehydrogenase [EC:1.1.1.14]"	1	0.01
K01151	nfo	"deoxyribonuclease IV [EC:3.1.21.2]"	1	0.01
K03651	cpdA	"3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"	1	0.01
K06998	phzF	"trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]"	1	0.01
K00101	lldD	"L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]"	2	0.01
K07042	ybeY, yqfG	"probable rRNA maturation factor"	2	0.01
K02575	NRT, narK, nrtP, nasA	"MFS transporter, NNP family, nitrate/nitrite transporter"	9	0.05
K00065	kduD	"2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]"	2	0.01
K16079	omp31	"outer membrane immunogenic protein"	6	0.03
K03217	yidC, spoIIIJ, OXA1, ccfA	"YidC/Oxa1 family membrane protein insertase"	4	0.02
K02636	petC	"cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]"	2	0.01
K00599	METTL6	"methyltransferase-like protein 6 [EC:2.1.1.-]"	21	0.12
K02056	ABC.SS.A	"simple sugar transport system ATP-binding protein [EC:7.5.2.-]"	3	0.02
K01193	INV, sacA	"beta-fructofuranosidase [EC:3.2.1.26]"	5	0.03
K02856	rhaT	"L-rhamnose-H+ transport protein"	1	0.01
K02342	dnaQ	"DNA polymerase III subunit epsilon [EC:2.7.7.7]"	5	0.03
K03042	rpoA2	"DNA-directed RNA polymerase subunit A\" [EC:2.7.7.6]"	5	0.03
K03707	tenA	"thiaminase (transcriptional activator TenA) [EC:3.5.99.2]"	4	0.02
K00202	fwdC, fmdC	"formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]"	4	0.02
K00436	hoxH	"NAD-reducing hydrogenase large subunit [EC:1.12.1.2]"	2	0.01
K00288	MTHFD	"methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]"	7	0.04
K21526	Gp6	"exonuclease [EC:3.1.11.3]"	2	0.01
K00710	GALNT	"polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]"	6	0.03
K02335	polA	"DNA polymerase I [EC:2.7.7.7]"	26	0.14
K22292	mupP	"N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]"	1	0.01
K10112	msmX, msmK, malK, sugC, ggtA, msiK	"multiple sugar transport system ATP-binding protein"	12	0.07
K03817	rimL	"ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]"	1	0.01
K01975	thpR	"RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]"	1	0.01
K12373	HEXA_B	"hexosaminidase [EC:3.2.1.52]"	1	0.01
K00859	coaE	"dephospho-CoA kinase [EC:2.7.1.24]"	3	0.02
K01185	E3.2.1.17	"lysozyme [EC:3.2.1.17]"	25	0.14
K03628	rho	"transcription termination factor Rho"	3	0.02
K00323	NNT	"H+-translocating NAD(P) transhydrogenase [EC:1.6.1.2 7.1.1.1]"	2	0.01
K12371	dppD	"dipeptide transport system ATP-binding protein"	3	0.02
K02018	modB	"molybdate transport system permease protein"	4	0.02
K00413	CYC1, CYT1, petC	"ubiquinol-cytochrome c reductase cytochrome c1 subunit"	1	0.01
K00606	panB	"3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]"	4	0.02
K06204	dksA	"DnaK suppressor protein"	3	0.02
K03488	licT, bglG	"beta-glucoside operon transcriptional antiterminator"	1	0.01
K07682	devS	"two-component system, NarL family, sensor histidine kinase DevS [EC:2.7.13.3]"	30	0.16
K02394	flgI	"flagellar P-ring protein precursor FlgI"	1	0.01
K00982	glnE	"[glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]"	14	0.08
K11260	fwdG	"4Fe-4S ferredoxin"	3	0.02
K01769	E4.6.1.2	"guanylate cyclase, other [EC:4.6.1.2]"	10	0.05
K00121	frmA, ADH5, adhC	"S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]"	2	0.01
K03814	mtgA	"monofunctional glycosyltransferase [EC:2.4.1.129]"	2	0.01
K05809	raiA	"ribosome-associated inhibitor A"	1	0.01
K04764	ihfA, himA	"integration host factor subunit alpha"	2	0.01
K00853	araB	"L-ribulokinase [EC:2.7.1.16]"	2	0.01
K00971	manC, cpsB	"mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]"	3	0.02
K00342	nuoM	"NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]"	3	0.02
K03670	mdoG	"periplasmic glucans biosynthesis protein"	2	0.01
K02878	RP-L16, MRPL16, rplP	"large subunit ribosomal protein L16"	1	0.01
K00790	murA	"UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]"	3	0.02
K11754	folC	"dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]"	1	0.01
K14187	tyrA	"chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"	4	0.02
K07709	zraS, hydH	"two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]"	28	0.15
K13830	ARO1	"pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]"	2	0.01
K03435	fruR1, fruR	"LacI family transcriptional regulator, fructose operon transcriptional repressor"	1	0.01
K12813	DHX16	"pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13]"	2	0.01
K03750	moeA	"molybdopterin molybdotransferase [EC:2.10.1.1]"	1	0.01
K01658	trpG	"anthranilate synthase component II [EC:4.1.3.27]"	11	0.06
K00841	patA	"aminotransferase [EC:2.6.1.-]"	2	0.01
K02016	ABC.FEV.S	"iron complex transport system substrate-binding protein"	5	0.03
K00962	pnp, PNPT1	"polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"	11	0.06
K00833	bioA	"adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]"	1	0.01
K02302	cysG	"uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"	2	0.01
K13034	ATCYSC1	"L-3-cyanoalanine synthase/ cysteine synthase [EC:2.5.1.47 4.4.1.9]"	2	0.01
K03431	glmM	"phosphoglucosamine mutase [EC:5.4.2.10]"	3	0.02
K13629	dsdX	"D-serine transporter"	1	0.01
K07718	yesM	"two-component system, sensor histidine kinase YesM [EC:2.7.13.3]"	23	0.13
K00356	E1.6.99.3	"NADH dehydrogenase [EC:1.6.99.3]"	3	0.02
K16089	TC.FEV.OM2, cirA, cfrA, hmuR	"outer membrane receptor for ferrienterochelin and colicins"	4	0.02
K09160	K09160	"uncharacterized protein"	2	0.01
K00638	catB	"chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]"	3	0.02
K00031	IDH1, IDH2, icd	"isocitrate dehydrogenase [EC:1.1.1.42]"	1	0.01
K07054	K07054	"uncharacterized protein"	2	0.01
K01875	SARS, serS	"seryl-tRNA synthetase [EC:6.1.1.11]"	3	0.02
K10773	NTH	"endonuclease III [EC:4.2.99.18]"	1	0.01
K15888	uppS, cpdS	"tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]"	1	0.01
K04093	pheA1	"chorismate mutase [EC:5.4.99.5]"	4	0.02
K07643	basS	"two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]"	20	0.11
K03929	pnbA	"para-nitrobenzyl esterase [EC:3.1.1.-]"	2	0.01
K03604	purR	"LacI family transcriptional regulator, purine nucleotide synthesis repressor"	1	0.01
K18698	blaTEM	"beta-lactamase class A TEM [EC:3.5.2.6]"	1	0.01
K23060	artR, artM	"arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]"	1	0.01
K02777	PTS-Glc-EIIA, crr	"PTS system, sugar-specific IIA component [EC:2.7.1.-]"	13	0.07
K12658	lhpA	"4-hydroxyproline epimerase [EC:5.1.1.8]"	3	0.02
K00557	trmA	"tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]"	2	0.01
K03416	E2.1.3.1-5S	"methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]"	1	0.01
K00043	gbd	"4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]"	1	0.01
K03327	TC.MATE, SLC47A, norM, mdtK, dinF	"multidrug resistance protein, MATE family"	1	0.01
K01953	asnB, ASNS	"asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"	1	0.01
K11951	cmpB	"bicarbonate transport system permease protein"	2	0.01
K19427	epsJ	"glycosyltransferase EpsJ [EC:2.4.-.-]"	1	0.01
K07261	mepA	"penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]"	1	0.01
K11736	proY	"proline-specific permease ProY"	3	0.02
K12340	tolC	"outer membrane protein"	5	0.03
K09748	rimP	"ribosome maturation factor RimP"	1	0.01
K13581	ccrM	"modification methylase [EC:2.1.1.72]"	2	0.01
K07658	phoB1, phoP	"two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP"	1	0.01
K10563	mutM, fpg	"formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]"	5	0.03
K00023	phbB	"acetoacetyl-CoA reductase [EC:1.1.1.36]"	1	0.01
K01007	pps, ppsA	"pyruvate, water dikinase [EC:2.7.9.2]"	11	0.06
K08325	yqhD	"NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]"	1	0.01
K23265	purQ	"phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]"	2	0.01
K00972	UAP1	"UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]"	2	0.01
K01637	E4.1.3.1, aceA	"isocitrate lyase [EC:4.1.3.1]"	2	0.01
K11199	PTS-Mng-EIIB, mngA, hrsA	"PTS system, 2-O-A-mannosyl-D-glycerate-specific IIB component [EC:2.7.1.195]"	14	0.08
K03407	cheA	"two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	56	0.31
K03981	dsbC	"thiol:disulfide interchange protein DsbC [EC:5.3.4.1]"	1	0.01
K01803	TPI, tpiA	"triosephosphate isomerase (TIM) [EC:5.3.1.1]"	4	0.02
